x,y,,2126,0.42579658
206,0.40432945,,2332,0.42043112
207,0.40162515,,2333,0.42334259
208,0.39900584,,2334,0.42625455
209,0.39646345,,2335,0.42899697
210,0.39402571,,2336,0.43099737
211,0.39168762,,2337,0.43199791
212,0.38944485,,2338,0.43257444
213,0.38732921,,2339,0.43244842
214,0.38533219,,2340,0.4315215
215,0.38345433,,2341,0.42980081
216,0.38173179,,2342,0.42755868
217,0.38014845,,2343,0.42513492
218,0.37872115,,2344,0.42224989
219,0.37744884,,2345,0.41945301
220,0.37633497,,2346,0.41676262
221,0.37538501,,2347,0.41420911
222,0.37460396,,2348,0.41224496
223,0.37399139,,2349,0.41110735
224,0.37354656,,2350,0.41057435
225,0.37328084,,2351,0.41087117
226,0.37318502,,2352,0.41210845
227,0.37327408,,2353,0.41397901
228,0.37354182,,2354,0.41616755
229,0.37399534,,2355,0.41899225
230,0.37461251,,2356,0.42206715
231,0.37540609,,2357,0.42500772
232,0.37637527,,2358,0.42753181
233,0.37748847,,2359,0.4297984
234,0.37879182,,2360,0.43144291
235,0.38023956,,2361,0.43200108
236,0.38184592,,2362,0.43221691
237,0.38358306,,2363,0.43141326
238,0.38548013,,2364,0.42976896
239,0.38750623,,2365,0.42742876
240,0.38966201,,2366,0.42469862
241,0.39195262,,2367,0.42175086
242,0.39434882,,2368,0.41868673
243,0.39684583,,2369,0.41581223
244,0.39943667,,2370,0.41348612
245,0.40210246,,2371,0.41165638
246,0.40484431,,2372,0.41065738
247,0.40765853,,2373,0.41017979
248,0.41051338,,2374,0.41065009
249,0.41340763,,2375,0.41178917
250,0.41632738,,2376,0.41361962
251,0.41927837,,2377,0.41598114
252,0.42223744,,2378,0.41876528
253,0.42518761,,2379,0.42160794
254,0.42814206,,2380,0.42457995
255,0.43106981,,2381,0.42714596
256,0.43394465,,2382,0.42925961
257,0.43677598,,2383,0.43088588
258,0.43955936,,2384,0.43184135
259,0.44227692,,2385,0.43180125
260,0.44488878,,2386,0.4309914
261,0.44743186,,2387,0.42914189
262,0.4498654,,2388,0.42669511
263,0.45217426,,2389,0.42409866
264,0.4543593,,2390,0.42129918
265,0.45643107,,2391,0.41862176
266,0.45834427,,2392,0.41616053
267,0.46010675,,2393,0.41379126
268,0.46173314,,2394,0.41231476
269,0.463179,,2395,0.41119997
270,0.46444474,,2396,0.41081878
271,0.46555504,,2397,0.41132273
272,0.46651055,,2398,0.41264667
273,0.46725701,,2399,0.41456334
274,0.46781948,,2400,0.41703415
275,0.46818282,,2401,0.41974271
276,0.46837223,,2402,0.4226713
277,0.46835411,,2403,0.42554836
278,0.4681512,,2404,0.42805497
279,0.46776102,,2405,0.4301444
280,0.4671935,,2406,0.43146096
281,0.46641589,,2407,0.43191784
282,0.46545061,,2408,0.43163408
283,0.46430473,,2409,0.43055672
284,0.46298578,,2410,0.42863304
285,0.46150818,,2411,0.42640283
286,0.45986621,,2412,0.42373021
287,0.45806794,,2413,0.42054852
288,0.45610689,,2414,0.41763351
289,0.45399304,,2415,0.41500819
290,0.45176346,,2416,0.41312749
291,0.44941879,,2417,0.41143789
292,0.44695016,,2418,0.41076055
293,0.44438128,,2419,0.41066137
294,0.44171241,,2420,0.41140868
295,0.43897141,,2421,0.41319586
296,0.43615387,,2422,0.41562611
297,0.43326463,,2423,0.41846368
298,0.43034005,,2424,0.42133265
299,0.42740323,,2425,0.4242419
300,0.42445767,,2426,0.42681142
301,0.42150082,,2427,0.42920112
302,0.41855641,,2428,0.43110896
303,0.41561809,,2429,0.43188431
304,0.41273136,,2430,0.43183735
305,0.40988223,,2431,0.43113114
306,0.40708841,,2432,0.42964295
307,0.40438181,,2433,0.4275249
308,0.40176788,,2434,0.42497074
309,0.39925316,,2435,0.42205102
310,0.39683724,,2436,0.41909037
311,0.39456027,,2437,0.41647619
312,0.39242028,,2438,0.4141232
313,0.39041935,,2439,0.41241233
314,0.38857087,,2440,0.41115122
315,0.38689306,,2441,0.41083396
316,0.38537421,,2442,0.41148405
317,0.38403722,,2443,0.41248395
318,0.38289113,,2444,0.41436909
319,0.381931,,2445,0.4169219
320,0.38116251,,2446,0.41979557
321,0.38059413,,2447,0.42289464
322,0.3802262,,2448,0.42560288
323,0.38007183,,2449,0.42819061
324,0.38011656,,2450,0.43010459
325,0.38036573,,2451,0.43166072
326,0.38081415,,2452,0.4322301
327,0.38147005,,2453,0.43210955
328,0.38232639,,2454,0.43060786
329,0.38337479,,2455,0.42865102
330,0.38461334,,2456,0.42627516
331,0.38604657,,2457,0.4233874
332,0.38765996,,2458,0.42043762
333,0.38943124,,2459,0.41761845
334,0.3913703,,2460,0.41504208
335,0.39346034,,2461,0.41302269
336,0.39569928,,2462,0.41139347
337,0.39806674,,2463,0.41085774
338,0.40055183,,2464,0.41102573
339,0.40314393,,2465,0.41202324
340,0.40583278,,2466,0.41358303
341,0.40860264,,2467,0.41593633
342,0.41144265,,2468,0.41842483
343,0.41432432,,2469,0.42130744
344,0.41726683,,2470,0.4241882
345,0.42021884,,2471,0.42687786
346,0.42317237,,2472,0.42899645
347,0.42613504,,2473,0.43046964
348,0.42907245,,2474,0.43102161
349,0.43196851,,2475,0.43075968
350,0.43482299,,2476,0.42956967
351,0.43759842,,2477,0.42793614
352,0.44029548,,2478,0.42520909
353,0.44288761,,2479,0.4226398
354,0.44536587,,2480,0.41977486
355,0.4477312,,2481,0.41686587
356,0.4499623,,2482,0.41425036
357,0.45204603,,2483,0.41206002
358,0.45397399,,2484,0.41069712
359,0.45572464,,2485,0.41017221
360,0.45730962,,2486,0.41032702
361,0.45870642,,2487,0.41132585
362,0.45989744,,2488,0.41299101
363,0.46088595,,2489,0.41543548
364,0.46164148,,2490,0.41813186
365,0.46222228,,2491,0.42101237
366,0.46259488,,2492,0.42393338
367,0.46273492,,2493,0.42661902
368,0.46264349,,2494,0.42885527
369,0.46233992,,2495,0.42999047
370,0.46182157,,2496,0.43074765
371,0.46109491,,2497,0.43061773
372,0.46015881,,2498,0.42951961
373,0.45902357,,2499,0.42785048
374,0.45768355,,2500,0.42581236
375,0.45614517,,2501,0.42294438
376,0.4544236,,2502,0.42000101
377,0.45252889,,2503,0.41709862
378,0.45047785,,2504,0.4147082
379,0.44826871,,2505,0.41257548
380,0.4458967,,2506,0.41105012
381,0.44342012,,2507,0.41047706
382,0.44082657,,2508,0.41058286
383,0.43812548,,2509,0.41142254
384,0.43533964,,2510,0.41352483
385,0.43248663,,2511,0.41604383
386,0.4295868,,2512,0.41879608
387,0.42665236,,2513,0.4215052
388,0.42370369,,2514,0.42423623
389,0.42073744,,2515,0.42691953
390,0.4177952,,2516,0.42892913
391,0.41488268,,2517,0.43002374
392,0.41202369,,2518,0.43070013
393,0.40922149,,2519,0.43050867
394,0.40651078,,2520,0.429321
395,0.40389673,,2521,0.42755835
396,0.40138807,,2522,0.42515262
397,0.3990115,,2523,0.42229069
398,0.39677408,,2524,0.4193718
399,0.39469579,,2525,0.41659393
400,0.39278434,,2526,0.41408002
401,0.39105219,,2527,0.4124175
402,0.38950597,,2528,0.41116072
403,0.38816056,,2529,0.41083175
404,0.38702454,,2530,0.41090295
405,0.38610094,,2531,0.41212038
406,0.38539884,,2532,0.41417873
407,0.38492527,,2533,0.41671822
408,0.3846827,,2534,0.41959615
409,0.38466738,,2535,0.42235633
410,0.38488342,,2536,0.42512426
411,0.38532978,,2537,0.42737977
412,0.38600179,,2538,0.42914318
413,0.38689802,,2539,0.43037547
414,0.38801473,,2540,0.43067128
415,0.38934032,,2541,0.43022738
416,0.3908683,,2542,0.42855949
417,0.39259212,,2543,0.42637255
418,0.39450343,,2544,0.42383323
419,0.39658549,,2545,0.42080196
420,0.39882408,,2546,0.41762334
421,0.40120094,,2547,0.41485338
422,0.40371356,,2548,0.41265301
423,0.40634624,,2549,0.41078345
424,0.40907815,,2550,0.40987565
425,0.41189076,,2551,0.40964735
426,0.41477236,,2552,0.41023767
427,0.41769829,,2553,0.41165699
428,0.42065417,,2554,0.41377982
429,0.4236139,,2555,0.4164698
430,0.42656059,,2556,0.41912234
431,0.4294746,,2557,0.42192484
432,0.43234911,,2558,0.42463299
433,0.43517591,,2559,0.42654374
434,0.43789353,,2560,0.42794864
435,0.44052067,,2561,0.42880505
436,0.44302723,,2562,0.42864784
437,0.44540352,,2563,0.4274985
438,0.44762001,,2564,0.42572796
439,0.44966933,,2565,0.42336152
440,0.45154242,,2566,0.4206334
441,0.45322554,,2567,0.41773264
442,0.45470643,,2568,0.41513974
443,0.45595909,,2569,0.41271923
444,0.45700731,,2570,0.41071519
445,0.45781544,,2571,0.40934764
446,0.45836881,,2572,0.40900514
447,0.45871153,,2573,0.40912275
448,0.45881679,,2574,0.41046216
449,0.45868012,,2575,0.41234963
450,0.45830336,,2576,0.41523058
451,0.45766894,,2577,0.41792246
452,0.45681262,,2578,0.42089223
453,0.45571056,,2579,0.42373513
454,0.45440919,,2580,0.42622643
455,0.45288598,,2581,0.42824782
456,0.45116628,,2582,0.42906274
457,0.44924593,,2583,0.42980969
458,0.44714498,,2584,0.42925047
459,0.4448714,,2585,0.4278861
460,0.44244879,,2586,0.42572292
461,0.43988714,,2587,0.42305853
462,0.43721824,,2588,0.42012842
463,0.43446049,,2589,0.41728675
464,0.4316129,,2590,0.41470848
465,0.42871734,,2591,0.41272163
466,0.42577408,,2592,0.41119087
467,0.4228095,,2593,0.4102292
468,0.41986291,,2594,0.41024596
469,0.41692354,,2595,0.41100245
470,0.41403008,,2596,0.41255009
471,0.4111985,,2597,0.4147829
472,0.40845443,,2598,0.41755821
473,0.40581093,,2599,0.42072978
474,0.40329858,,2600,0.42378898
475,0.40092536,,2601,0.42629019
476,0.39870723,,2602,0.42815519
477,0.39666611,,2603,0.42974635
478,0.39481243,,2604,0.4300325
479,0.39315824,,2605,0.43004028
480,0.39172051,,2606,0.42876125
481,0.39050902,,2607,0.42682663
482,0.38953006,,2608,0.42414861
483,0.38879843,,2609,0.4214421
484,0.38831076,,2610,0.41861063
485,0.38807381,,2611,0.41601275
486,0.38809384,,2612,0.41364769
487,0.38835946,,2613,0.41220738
488,0.38887577,,2614,0.41129939
489,0.38964379,,2615,0.41157813
490,0.39065788,,2616,0.41208609
491,0.39190566,,2617,0.41379855
492,0.39338457,,2618,0.41591783
493,0.39507574,,2619,0.418565
494,0.39696687,,2620,0.42157509
495,0.39905018,,2621,0.42441401
496,0.40130376,,2622,0.42696109
497,0.40371695,,2623,0.42900689
498,0.40627105,,2624,0.43037831
499,0.40894594,,2625,0.43099343
500,0.41171856,,2626,0.43065934
501,0.41456935,,,
502,0.41748381,,,
503,0.4204349,,,
504,0.42339827,,,
505,0.42635618,,,
506,0.42927334,,,
507,0.432144,,,
508,0.43493922,,,
509,0.43762506,,,
510,0.44019702,,,
511,0.44263459,,,
512,0.44491448,,,
513,0.44701868,,,
514,0.44892818,,,
515,0.45062566,,,
516,0.45210652,,,
517,0.45335906,,,
518,0.45437762,,,
519,0.45513776,,,
520,0.45563303,,,
521,0.45586832,,,
522,0.45584162,,,
523,0.45554511,,,
524,0.45499087,,,
525,0.45418501,,,
526,0.45312808,,,
527,0.45182555,,,
528,0.45028352,,,
529,0.44852924,,,
530,0.44655901,,,
531,0.44439554,,,
532,0.44206212,,,
533,0.43957416,,,
534,0.43694907,,,
535,0.43421183,,,
536,0.43137754,,,
537,0.42847929,,,
538,0.42553765,,,
539,0.42257595,,,
540,0.41961457,,,
541,0.41668987,,,
542,0.41381508,,,
543,0.41101434,,,
544,0.40831373,,,
545,0.40573677,,,
546,0.40330321,,,
547,0.40103566,,,
548,0.39895025,,,
549,0.39706992,,,
550,0.39540526,,,
551,0.39397353,,,
552,0.39278866,,,
553,0.3918569,,,
554,0.39118764,,,
555,0.39079004,,,
556,0.39065929,,,
557,0.39080649,,,
558,0.39122634,,,
559,0.39191527,,,
560,0.39286923,,,
561,0.39407993,,,
562,0.39553831,,,
563,0.3972253,,,
564,0.39913383,,,
565,0.40124457,,,
566,0.40354156,,,
567,0.40600108,,,
568,0.40860342,,,
569,0.41132749,,,
570,0.41414911,,,
571,0.41704581,,,
572,0.41998606,,,
573,0.42294662,,,
574,0.42590167,,,
575,0.42882352,,,
576,0.43168286,,,
577,0.43446304,,,
578,0.43712818,,,
579,0.43965976,,,
580,0.44204653,,,
581,0.44425017,,,
582,0.44626107,,,
583,0.44804916,,,
584,0.4496066,,,
585,0.45091692,,,
586,0.45196895,,,
587,0.45275219,,,
588,0.45325841,,,
589,0.45348091,,,
590,0.45341604,,,
591,0.45307596,,,
592,0.45245382,,,
593,0.45155515,,,
594,0.45039553,,,
595,0.44897323,,,
596,0.44730637,,,
597,0.4454112,,,
598,0.44330932,,,
599,0.44101306,,,
600,0.43854601,,,
601,0.43592601,,,
602,0.43318628,,,
603,0.43035573,,,
604,0.42745892,,,
605,0.42450802,,,
606,0.4215457,,,
607,0.41859655,,,
608,0.41569548,,,
609,0.41285479,,,
610,0.41010904,,,
611,0.40749027,,,
612,0.40501655,,,
613,0.40271695,,,
614,0.4006106,,,
615,0.39872165,,,
616,0.39706108,,,
617,0.39565953,,,
618,0.39451942,,,
619,0.39366003,,,
620,0.39307879,,,
621,0.39278623,,,
622,0.39278187,,,
623,0.39307059,,,
624,0.39365188,,,
625,0.39452141,,,
626,0.39566169,,,
627,0.3970733,,,
628,0.39873686,,,
629,0.40063559,,,
630,0.40275337,,,
631,0.40506565,,,
632,0.40755051,,,
633,0.41018814,,,
634,0.41294292,,,
635,0.41579096,,,
636,0.41870186,,,
637,0.42165937,,,
638,0.42461756,,,
639,0.42755365,,,
640,0.43043693,,,
641,0.43323926,,,
642,0.43592545,,,
643,0.43847726,,,
644,0.44086532,,,
645,0.4430622,,,
646,0.44504654,,,
647,0.44679801,,,
648,0.44829583,,,
649,0.44952638,,,
650,0.45047866,,,
651,0.45114127,,,
652,0.4515063,,,
653,0.45156889,,,
654,0.45132822,,,
655,0.45078799,,,
656,0.44995295,,,
657,0.44882904,,,
658,0.44743122,,,
659,0.44577504,,,
660,0.44387671,,,
661,0.44175206,,,
662,0.43942368,,,
663,0.4369229,,,
664,0.4342712,,,
665,0.4314987,,,
666,0.42863568,,,
667,0.42571028,,,
668,0.42274979,,,
669,0.41979222,,,
670,0.41686465,,,
671,0.41400272,,,
672,0.41123623,,,
673,0.40859821,,,
674,0.40611637,,,
675,0.40380814,,,
676,0.40171242,,,
677,0.39985058,,,
678,0.39824326,,,
679,0.39688989,,,
680,0.39583149,,,
681,0.39505947,,,
682,0.39459842,,,
683,0.39445028,,,
684,0.39461293,,,
685,0.39508014,,,
686,0.39585227,,,
687,0.39692772,,,
688,0.39828764,,,
689,0.39991226,,,
690,0.4017906,,,
691,0.40390103,,,
692,0.40621198,,,
693,0.40870669,,,
694,0.4113707,,,
695,0.41414687,,,
696,0.41701983,,,
697,0.41995312,,,
698,0.4229182,,,
699,0.42586695,,,
700,0.42878137,,,
701,0.4316191,,,
702,0.4343572,,,
703,0.43695609,,,
704,0.4393833,,,
705,0.44161688,,,
706,0.44363182,,,
707,0.44540102,,,
708,0.44690186,,,
709,0.44811639,,,
710,0.44903708,,,
711,0.44965141,,,
712,0.4499502,,,
713,0.44992122,,,
714,0.4495769,,,
715,0.44891394,,,
716,0.4479452,,,
717,0.44667513,,,
718,0.44512709,,,
719,0.44330988,,,
720,0.44125449,,,
721,0.43897206,,,
722,0.43649638,,,
723,0.43386535,,,
724,0.43110088,,,
725,0.42823163,,,
726,0.42529765,,,
727,0.42234766,,,
728,0.41939383,,,
729,0.41648195,,,
730,0.41364132,,,
731,0.41090766,,,
732,0.40832284,,,
733,0.40591581,,,
734,0.40370923,,,
735,0.4017378,,,
736,0.40000859,,,
737,0.39857809,,,
738,0.39742978,,,
739,0.39659484,,,
740,0.39608852,,,
741,0.39589145,,,
742,0.39603336,,,
743,0.39649388,,,
744,0.39727653,,,
745,0.39837913,,,
746,0.3997726,,,
747,0.4014525,,,
748,0.40339242,,,
749,0.40557749,,,
750,0.40797949,,,
751,0.41054724,,,
752,0.41326991,,,
753,0.41610008,,,
754,0.41901903,,,
755,0.42197413,,,
756,0.42493759,,,
757,0.42786792,,,
758,0.43071694,,,
759,0.43347689,,,
760,0.43609185,,,
761,0.4385326,,,
762,0.44076521,,,
763,0.44275038,,,
764,0.44448547,,,
765,0.44594341,,,
766,0.44709843,,,
767,0.44792913,,,
768,0.44843234,,,
769,0.44861006,,,
770,0.44844548,,,
771,0.44795069,,,
772,0.44713033,,,
773,0.44598413,,,
774,0.4445276,,,
775,0.44279312,,,
776,0.4407944,,,
777,0.43855254,,,
778,0.43610903,,,
779,0.43349676,,,
780,0.43073774,,,
781,0.42787786,,,
782,0.42494175,,,
783,0.42198742,,,
784,0.41902483,,,
785,0.41612657,,,
786,0.41333323,,,
787,0.41064871,,,
788,0.40812127,,,
789,0.40578502,,,
790,0.40368881,,,
791,0.4018402,,,
792,0.40027381,,,
793,0.39900735,,,
794,0.39806659,,,
795,0.39746101,,,
796,0.39718928,,,
797,0.39725581,,,
798,0.39768993,,,
799,0.39845393,,,
800,0.39952736,,,
801,0.40092212,,,
802,0.4026263,,,
803,0.40458737,,,
804,0.40680701,,,
805,0.40921558,,,
806,0.41182711,,,
807,0.4145876,,,
808,0.41745002,,,
809,0.42037935,,,
810,0.42333845,,,
811,0.42629376,,,
812,0.42917168,,,
813,0.43196365,,,
814,0.43462396,,,
815,0.43714443,,,
816,0.43943024,,,
817,0.44146834,,,
818,0.44326371,,,
819,0.44475267,,,
820,0.44593667,,,
821,0.44677792,,,
822,0.44728195,,,
823,0.44743651,,,
824,0.44724255,,,
825,0.44669174,,,
826,0.4457928,,,
827,0.44457017,,,
828,0.4430349,,,
829,0.44120923,,,
830,0.43910854,,,
831,0.43677792,,,
832,0.43425296,,,
833,0.43156518,,,
834,0.4287378,,,
835,0.42582511,,,
836,0.4228783,,,
837,0.41990113,,,
838,0.41699314,,,
839,0.41415991,,,
840,0.41145195,,,
841,0.40890069,,,
842,0.40655494,,,
843,0.40445294,,,
844,0.40260577,,,
845,0.40106377,,,
846,0.39984295,,,
847,0.39895813,,,
848,0.39840812,,,
849,0.39823004,,,
850,0.39841131,,,
851,0.39895497,,,
852,0.39983636,,,
853,0.40107184,,,
854,0.40262749,,,
855,0.40446214,,,
856,0.40657447,,,
857,0.40893486,,,
858,0.41148358,,,
859,0.4141979,,,
860,0.41704929,,,
861,0.419973,,,
862,0.42293243,,,
863,0.4258776,,,
864,0.42878323,,,
865,0.43158569,,,
866,0.43425659,,,
867,0.43675154,,,
868,0.43901127,,,
869,0.44102653,,,
870,0.44274856,,,
871,0.44416253,,,
872,0.44525506,,,
873,0.44597726,,,
874,0.44635573,,,
875,0.4463612,,,
876,0.44600708,,,
877,0.445283,,,
878,0.44421424,,,
879,0.44280244,,,
880,0.44106163,,,
881,0.43905318,,,
882,0.43677308,,,
883,0.43428509,,,
884,0.43162222,,,
885,0.42881676,,,
886,0.42590891,,,
887,0.42294693,,,
888,0.4199712,,,
889,0.41708014,,,
890,0.41424413,,,
891,0.41156515,,,
892,0.40905061,,,
893,0.40672726,,,
894,0.40468557,,,
895,0.40291187,,,
896,0.40146817,,,
897,0.40037396,,,
898,0.39961858,,,
899,0.39923761,,,
900,0.39921925,,,
901,0.39959655,,,
902,0.40033504,,,
903,0.40142459,,,
904,0.40286954,,,
905,0.40459256,,,
906,0.40662519,,,
907,0.40892779,,,
908,0.41143032,,,
909,0.41412639,,,
910,0.41695137,,,
911,0.41987039,,,
912,0.42282349,,,
913,0.42580286,,,
914,0.42868748,,,
915,0.43147201,,,
916,0.43411478,,,
917,0.43658029,,,
918,0.43879604,,,
919,0.44073819,,,
920,0.44240519,,,
921,0.44371384,,,
922,0.44466644,,,
923,0.44525927,,,
924,0.44546447,,,
925,0.44530678,,,
926,0.44475548,,,
927,0.44383337,,,
928,0.44255902,,,
929,0.44094594,,,
930,0.43901415,,,
931,0.43682717,,,
932,0.43439596,,,
933,0.43177365,,,
934,0.42898428,,,
935,0.42608353,,,
936,0.42315496,,,
937,0.42019364,,,
938,0.41728266,,,
939,0.41446966,,,
940,0.41177812,,,
941,0.40926299,,,
942,0.40697876,,,
943,0.40499599,,,
944,0.403305,,,
945,0.40193067,,,
946,0.40092522,,,
947,0.40030522,,,
948,0.40008623,,,
949,0.40021076,,,
950,0.4007319,,,
951,0.40164746,,,
