1,0.41983973
2,0.42278501
3,0.4257315
4,0.42868162
5,0.43161204
6,0.43448487
7,0.43737157
8,0.44024939
9,0.44306539
10,0.44584675
11,0.44857132
12,0.45126851
13,0.453896
14,0.45650904
15,0.45903906
16,0.461516
17,0.46392897
18,0.46628261
19,0.46858375
20,0.47079189
21,0.47291081
22,0.4749577
23,0.47691766
24,0.47877793
25,0.48055213
26,0.48221022
27,0.48377008
28,0.48520263
29,0.48658622
30,0.48783456
31,0.48899739
32,0.49004527
33,0.49097168
34,0.49178853
35,0.49248666
36,0.49308412
37,0.49355935
38,0.49390533
39,0.49413583
40,0.49422728
41,0.49422331
42,0.49407821
43,0.49384991
44,0.49339993
45,0.49288982
46,0.49224528
47,0.49149456
48,0.49064484
49,0.4896335
50,0.48852217
51,0.48730932
52,0.48596276
53,0.4845079
54,0.48298248
55,0.48132335
56,0.47955864
57,0.4776963
58,0.47573463
59,0.47369588
60,0.47154978
61,0.46930798
62,0.4670148
63,0.4646316
64,0.46215485
65,0.45961088
66,0.45699209
67,0.45432918
68,0.45160227
69,0.4488463
70,0.44605411
71,0.44320525
72,0.4403341
73,0.43742574
74,0.43451453
75,0.43157946
76,0.42859383
77,0.42562799
78,0.42265668
79,0.41969151
80,0.4167303
81,0.41381419
82,0.4109098
83,0.4080646
84,0.40525658
85,0.40247431
86,0.3997462
87,0.39706899
88,0.39444329
89,0.39188395
90,0.3893936
91,0.38697179
92,0.38464303
93,0.382392
94,0.3802534
95,0.37820519
96,0.37624097
97,0.37441342
98,0.37269683
99,0.37108495
100,0.36958245
101,0.36820366
102,0.36696911
103,0.36585283
104,0.36486748
105,0.36401047
106,0.36328315
107,0.36270747
108,0.36228549
109,0.36199262
110,0.3618367
111,0.3618195
112,0.36195587
113,0.36222311
114,0.36263385
115,0.36320842
116,0.36387933
117,0.36472178
118,0.36569431
119,0.36680634
120,0.36805349
121,0.36942798
122,0.37093109
123,0.37255857
124,0.3743094
125,0.37617295
126,0.37814039
127,0.38023284
128,0.38241986
129,0.38469969
130,0.3870664
131,0.38951604
132,0.39205078
133,0.39464475
134,0.39732255
135,0.40007499
136,0.40285287
137,0.40569068
138,0.40856503
139,0.41146817
140,0.41440289
141,0.41736972
142,0.42030978
143,0.42329311
144,0.42623914
145,0.42917538
146,0.43210619
147,0.43499165
148,0.43783305
149,0.44064165
150,0.44338267
151,0.44607685
152,0.44868688
153,0.45120832
154,0.45365071
155,0.45602328
156,0.45828356
157,0.46046693
158,0.46253045
159,0.46448141
160,0.46630389
161,0.4680092
162,0.46957477
163,0.47100212
164,0.47230123
165,0.47344394
166,0.47445016
167,0.47530487
168,0.4759875
169,0.47655273
170,0.47692955
171,0.47714249
172,0.47719633
173,0.47715134
174,0.47687584
175,0.47644602
176,0.47585646
177,0.47514249
178,0.47426537
179,0.47322605
180,0.47202436
181,0.47068565
