train_x,train_y
3374,0.41983973
3375,0.42278501
3376,0.4257315
3377,0.42868162
3378,0.43161204
3379,0.43448487
3380,0.43737157
3381,0.44024939
3382,0.44306539
3383,0.44584675
3384,0.44857132
3385,0.45126851
3386,0.453896
3387,0.45650904
3388,0.45903906
3389,0.461516
3390,0.46392897
3391,0.46628261
3392,0.46858375
3393,0.47079189
3394,0.47291081
3395,0.4749577
3396,0.47691766
3397,0.47877793
3398,0.48055213
3399,0.48221022
3400,0.48377008
3401,0.48520263
3402,0.48658622
3403,0.48783456
3404,0.48899739
3405,0.49004527
3406,0.49097168
3407,0.49178853
3408,0.49248666
3409,0.49308412
3410,0.49355935
3411,0.49390533
3412,0.49413583
3413,0.49422728
3414,0.49422331
3415,0.49407821
3416,0.49384991
3417,0.49339993
3418,0.49288982
3419,0.49224528
3420,0.49149456
3421,0.49064484
3422,0.4896335
3423,0.48852217
3424,0.48730932
3425,0.48596276
3426,0.4845079
3427,0.48298248
3428,0.48132335
3429,0.47955864
3430,0.4776963
3431,0.47573463
3432,0.47369588
3433,0.47154978
3434,0.46930798
3435,0.4670148
3436,0.4646316
3437,0.46215485
3438,0.45961088
3439,0.45699209
3440,0.45432918
3441,0.45160227
3442,0.4488463
3443,0.44605411
3444,0.44320525
3445,0.4403341
3446,0.43742574
3447,0.43451453
3448,0.43157946
3449,0.42859383
3450,0.42562799
3451,0.42265668
3452,0.41969151
3453,0.4167303
3454,0.41381419
3455,0.4109098
3456,0.4080646
3457,0.40525658
3458,0.40247431
3459,0.3997462
3460,0.39706899
3461,0.39444329
3462,0.39188395
3463,0.3893936
3464,0.38697179
3465,0.38464303
3466,0.382392
3467,0.3802534
3468,0.37820519
3469,0.37624097
3470,0.37441342
3471,0.37269683
3472,0.37108495
3473,0.36958245
3474,0.36820366
3475,0.36696911
3476,0.36585283
3477,0.36486748
3478,0.36401047
3479,0.36328315
3480,0.36270747
3481,0.36228549
3482,0.36199262
3483,0.3618367
3484,0.3618195
3485,0.36195587
3486,0.36222311
3487,0.36263385
3488,0.36320842
3489,0.36387933
3490,0.36472178
3491,0.36569431
3492,0.36680634
3493,0.36805349
3494,0.36942798
3495,0.37093109
3496,0.37255857
3497,0.3743094
3498,0.37617295
3499,0.37814039
3500,0.38023284
3501,0.38241986
3502,0.38469969
3503,0.3870664
3504,0.38951604
3505,0.39205078
3506,0.39464475
3507,0.39732255
3508,0.40007499
3509,0.40285287
3510,0.40569068
3511,0.40856503
3512,0.41146817
3513,0.41440289
3514,0.41736972
3515,0.42030978
3516,0.42329311
3517,0.42623914
3518,0.42917538
3519,0.43210619
3520,0.43499165
3521,0.43783305
3522,0.44064165
3523,0.44338267
3524,0.44607685
3525,0.44868688
3526,0.45120832
3527,0.45365071
3528,0.45602328
3529,0.45828356
3530,0.46046693
3531,0.46253045
3532,0.46448141
3533,0.46630389
3534,0.4680092
3535,0.46957477
3536,0.47100212
3537,0.47230123
3538,0.47344394
3539,0.47445016
3540,0.47530487
3541,0.4759875
3542,0.47655273
3543,0.47692955
3544,0.47714249
3545,0.47719633
3546,0.47715134
3547,0.47687584
3548,0.47644602
3549,0.47585646
3550,0.47514249
3551,0.47426537
3552,0.47322605
3553,0.47202436
3554,0.47068565
3555,0.46919014
3556,0.46754181
3557,0.46577695
3558,0.46387718
3559,0.46186116
3560,0.45971388
3561,0.45745697
3562,0.45509504
3563,0.45263684
3564,0.450087
3565,0.44746796
3566,0.44475544
3567,0.44199041
3568,0.43916663
3569,0.43630054
3570,0.43339848
3571,0.43045656
3572,0.42749254
3573,0.4245403
3574,0.42157509
3575,0.4186267
3576,0.41568462
3577,0.41277771
3578,0.40991894
3579,0.40710372
3580,0.40432945
3581,0.40162515
3582,0.39900584
3583,0.39646345
3584,0.39402571
3585,0.39168762
3586,0.38944485
3587,0.38732921
3588,0.38533219
3589,0.38345433
3590,0.38173179
3591,0.38014845
3592,0.37872115
3593,0.37744884
3594,0.37633497
3595,0.37538501
3596,0.37460396
3597,0.37399139
3598,0.37354656
3599,0.37328084
3600,0.37318502
3601,0.37327408
3602,0.37354182
3603,0.37399534
3604,0.37461251
3605,0.37540609
3606,0.37637527
3607,0.37748847
3608,0.37879182
3609,0.38023956
3610,0.38184592
3611,0.38358306
3612,0.38548013
3613,0.38750623
3614,0.38966201
3615,0.39195262
3616,0.39434882
3617,0.39684583
3618,0.39943667
3619,0.40210246
3620,0.40484431
3621,0.40765853
3622,0.41051338
3623,0.41340763
3624,0.41632738
3625,0.41927837
3626,0.42223744
3627,0.42518761
3628,0.42814206
3629,0.43106981
3630,0.43394465
3631,0.43677598
3632,0.43955936
3633,0.44227692
3634,0.44488878
3635,0.44743186
3636,0.4498654
3637,0.45217426
3638,0.4543593
3639,0.45643107
3640,0.45834427
3641,0.46010675
3642,0.46173314
3643,0.463179
3644,0.46444474
3645,0.46555504
3646,0.46651055
3647,0.46725701
3648,0.46781948
3649,0.46818282
3650,0.46837223
3651,0.46835411
3652,0.4681512
3653,0.46776102
3654,0.4671935
3655,0.46641589
3656,0.46545061
3657,0.46430473
3658,0.46298578
3659,0.46150818
3660,0.45986621
3661,0.45806794
3662,0.45610689
3663,0.45399304
3664,0.45176346
3665,0.44941879
3666,0.44695016
3667,0.44438128
3668,0.44171241
3669,0.43897141
3670,0.43615387
3671,0.43326463
3672,0.43034005
3673,0.42740323
3674,0.42445767
3675,0.42150082
3676,0.41855641
3677,0.41561809
3678,0.41273136
3679,0.40988223
3680,0.40708841
3681,0.40438181
3682,0.40176788
3683,0.39925316
3684,0.39683724
3685,0.39456027
3686,0.39242028
3687,0.39041935
3688,0.38857087
3689,0.38689306
3690,0.38537421
3691,0.38403722
3692,0.38289113
3693,0.381931
3694,0.38116251
3695,0.38059413
3696,0.3802262
3697,0.38007183
3698,0.38011656
3699,0.38036573
3700,0.38081415
3701,0.38147005
3702,0.38232639
3703,0.38337479
3704,0.38461334
3705,0.38604657
3706,0.38765996
3707,0.38943124
3708,0.3913703
3709,0.39346034
3710,0.39569928
3711,0.39806674
3712,0.40055183
3713,0.40314393
3714,0.40583278
3715,0.40860264
3716,0.41144265
3717,0.41432432
3718,0.41726683
3719,0.42021884
3720,0.42317237
3721,0.42613504
3722,0.42907245
3723,0.43196851
3724,0.43482299
3725,0.43759842
3726,0.44029548
3727,0.44288761
3728,0.44536587
3729,0.4477312
3730,0.4499623
3731,0.45204603
3732,0.45397399
3733,0.45572464
3734,0.45730962
3735,0.45870642
3736,0.45989744
3737,0.46088595
3738,0.46164148
3739,0.46222228
3740,0.46259488
3741,0.46273492
3742,0.46264349
3743,0.46233992
3744,0.46182157
3745,0.46109491
3746,0.46015881
3747,0.45902357
3748,0.45768355
3749,0.45614517
3750,0.4544236
3751,0.45252889
3752,0.45047785
3753,0.44826871
3754,0.4458967
3755,0.44342012
3756,0.44082657
3757,0.43812548
3758,0.43533964
3759,0.43248663
3760,0.4295868
3761,0.42665236
3762,0.42370369
3763,0.42073744
3764,0.4177952
3765,0.41488268
3766,0.41202369
3767,0.40922149
3768,0.40651078
3769,0.40389673
3770,0.40138807
3771,0.3990115
3772,0.39677408
3773,0.39469579
3774,0.39278434
3775,0.39105219
3776,0.38950597
3777,0.38816056
3778,0.38702454
3779,0.38610094
3780,0.38539884
3781,0.38492527
3782,0.3846827
3783,0.38466738
3784,0.38488342
3785,0.38532978
3786,0.38600179
3787,0.38689802
3788,0.38801473
3789,0.38934032
3790,0.3908683
3791,0.39259212
3792,0.39450343
3793,0.39658549
3794,0.39882408
3795,0.40120094
3796,0.40371356
3797,0.40634624
3798,0.40907815
3799,0.41189076
3800,0.41477236
3801,0.41769829
3802,0.42065417
3803,0.4236139
3804,0.42656059
3805,0.4294746
3806,0.43234911
3807,0.43517591
3808,0.43789353
3809,0.44052067
3810,0.44302723
3811,0.44540352
3812,0.44762001
3813,0.44966933
3814,0.45154242
3815,0.45322554
3816,0.45470643
3817,0.45595909
3818,0.45700731
3819,0.45781544
3820,0.45836881
3821,0.45871153
3822,0.45881679
3823,0.45868012
3824,0.45830336
3825,0.45766894
3826,0.45681262
3827,0.45571056
3828,0.45440919
3829,0.45288598
3830,0.45116628
3831,0.44924593
3832,0.44714498
3833,0.4448714
3834,0.44244879
3835,0.43988714
3836,0.43721824
3837,0.43446049
3838,0.4316129
3839,0.42871734
3840,0.42577408
3841,0.4228095
3842,0.41986291
3843,0.41692354
3844,0.41403008
3845,0.4111985
3846,0.40845443
3847,0.40581093
3848,0.40329858
3849,0.40092536
3850,0.39870723
3851,0.39666611
3852,0.39481243
3853,0.39315824
3854,0.39172051
3855,0.39050902
3856,0.38953006
3857,0.38879843
3858,0.38831076
3859,0.38807381
3860,0.38809384
3861,0.38835946
3862,0.38887577
3863,0.38964379
3864,0.39065788
3865,0.39190566
3866,0.39338457
3867,0.39507574
3868,0.39696687
3869,0.39905018
3870,0.40130376
3871,0.40371695
3872,0.40627105
3873,0.40894594
3874,0.41171856
3875,0.41456935
3876,0.41748381
3877,0.4204349
3878,0.42339827
3879,0.42635618
3880,0.42927334
3881,0.432144
3882,0.43493922
3883,0.43762506
3884,0.44019702
3885,0.44263459
3886,0.44491448
3887,0.44701868
3888,0.44892818
3889,0.45062566
3890,0.45210652
3891,0.45335906
3892,0.45437762
3893,0.45513776
3894,0.45563303
3895,0.45586832
3896,0.45584162
3897,0.45554511
3898,0.45499087
3899,0.45418501
3900,0.45312808
3901,0.45182555
3902,0.45028352
3903,0.44852924
3904,0.44655901
3905,0.44439554
3906,0.44206212
3907,0.43957416
3908,0.43694907
3909,0.43421183
3910,0.43137754
3911,0.42847929
3912,0.42553765
3913,0.42257595
3914,0.41961457
3915,0.41668987
3916,0.41381508
3917,0.41101434
3918,0.40831373
3919,0.40573677
3920,0.40330321
3921,0.40103566
3922,0.39895025
3923,0.39706992
3924,0.39540526
3925,0.39397353
3926,0.39278866
3927,0.3918569
3928,0.39118764
3929,0.39079004
3930,0.39065929
3931,0.39080649
3932,0.39122634
3933,0.39191527
3934,0.39286923
3935,0.39407993
3936,0.39553831
3937,0.3972253
3938,0.39913383
3939,0.40124457
3940,0.40354156
3941,0.40600108
3942,0.40860342
3943,0.41132749
3944,0.41414911
3945,0.41704581
3946,0.41998606
3947,0.42294662
3948,0.42590167
3949,0.42882352
3950,0.43168286
3951,0.43446304
3952,0.43712818
3953,0.43965976
3954,0.44204653
3955,0.44425017
3956,0.44626107
3957,0.44804916
3958,0.4496066
3959,0.45091692
3960,0.45196895
3961,0.45275219
3962,0.45325841
3963,0.45348091
3964,0.45341604
3965,0.45307596
3966,0.45245382
3967,0.45155515
3968,0.45039553
3969,0.44897323
3970,0.44730637
3971,0.4454112
3972,0.44330932
3973,0.44101306
3974,0.43854601
3975,0.43592601
3976,0.43318628
3977,0.43035573
3978,0.42745892
3979,0.42450802
3980,0.4215457
3981,0.41859655
3982,0.41569548
3983,0.41285479
3984,0.41010904
3985,0.40749027
3986,0.40501655
3987,0.40271695
3988,0.4006106
3989,0.39872165
3990,0.39706108
3991,0.39565953
3992,0.39451942
3993,0.39366003
3994,0.39307879
3995,0.39278623
3996,0.39278187
3997,0.39307059
3998,0.39365188
3999,0.39452141
4000,0.39566169
4001,0.3970733
4002,0.39873686
4003,0.40063559
4004,0.40275337
4005,0.40506565
4006,0.40755051
4007,0.41018814
4008,0.41294292
4009,0.41579096
4010,0.41870186
4011,0.42165937
4012,0.42461756
4013,0.42755365
4014,0.43043693
4015,0.43323926
4016,0.43592545
4017,0.43847726
4018,0.44086532
4019,0.4430622
4020,0.44504654
4021,0.44679801
4022,0.44829583
4023,0.44952638
4024,0.45047866
4025,0.45114127
4026,0.4515063
4027,0.45156889
4028,0.45132822
4029,0.45078799
4030,0.44995295
4031,0.44882904
4032,0.44743122
