origin_x,origin_y
5660,0.42357173
5661,0.42642591
5662,0.42894248
5663,0.43093844
5664,0.43252347
5665,0.43331755
5666,0.43346074
5667,0.43265557
5668,0.43128855
5669,0.42916657
5670,0.4267136
5671,0.42391604
5672,0.42102028
5673,0.41812189
5674,0.41552809
5675,0.4134457
5676,0.41200058
5677,0.41105759
5678,0.41107028
5679,0.41201609
5680,0.41375338
5681,0.41590902
5682,0.41858402
5683,0.42139946
5684,0.42436182
5685,0.42731273
5686,0.42974229
5687,0.43154225
5688,0.43278404
5689,0.43318787
5690,0.43275962
5691,0.43164457
5692,0.4298077
5693,0.42760138
5694,0.42479271
5695,0.42203016
5696,0.41894033
5697,0.41621373
5698,0.41410488
5699,0.41232579
5700,0.41123759
5701,0.41085085
5702,0.41149931
5703,0.41288602
5704,0.41503103
5705,0.41760244
5706,0.42043112
5707,0.42334259
5708,0.42625455
5709,0.42899697
5710,0.43099737
5711,0.43199791
5712,0.43257444
5713,0.43244842
5714,0.4315215
5715,0.42980081
5716,0.42755868
5717,0.42513492
5718,0.42224989
5719,0.41945301
5720,0.41676262
5721,0.41420911
5722,0.41224496
5723,0.41110735
5724,0.41057435
5725,0.41087117
5726,0.41210845
5727,0.41397901
5728,0.41616755
5729,0.41899225
5730,0.42206715
5731,0.42500772
5732,0.42753181
5733,0.4297984
5734,0.43144291
5735,0.43200108
5736,0.43221691
5737,0.43141326
5738,0.42976896
5739,0.42742876
5740,0.42469862
5741,0.42175086
5742,0.41868673
5743,0.41581223
5744,0.41348612
5745,0.41165638
5746,0.41065738
5747,0.41017979
5748,0.41065009
5749,0.41178917
5750,0.41361962
5751,0.41598114
5752,0.41876528
5753,0.42160794
5754,0.42457995
5755,0.42714596
5756,0.42925961
5757,0.43088588
5758,0.43184135
5759,0.43180125
5760,0.4309914
5761,0.42914189
5762,0.42669511
5763,0.42409866
5764,0.42129918
5765,0.41862176
5766,0.41616053
5767,0.41379126
5768,0.41231476
5769,0.41119997
5770,0.41081878
5771,0.41132273
5772,0.41264667
5773,0.41456334
5774,0.41703415
5775,0.41974271
5776,0.4226713
5777,0.42554836
5778,0.42805497
5779,0.4301444
5780,0.43146096
5781,0.43191784
5782,0.43163408
5783,0.43055672
5784,0.42863304
5785,0.42640283
5786,0.42373021
5787,0.42054852
5788,0.41763351
5789,0.41500819
5790,0.41312749
5791,0.41143789
5792,0.41076055
5793,0.41066137
5794,0.41140868
5795,0.41319586
5796,0.41562611
5797,0.41846368
5798,0.42133265
5799,0.4242419
5800,0.42681142
5801,0.42920112
5802,0.43110896
5803,0.43188431
5804,0.43183735
5805,0.43113114
5806,0.42964295
5807,0.4275249
5808,0.42497074
5809,0.42205102
5810,0.41909037
5811,0.41647619
5812,0.4141232
5813,0.41241233
5814,0.41115122
5815,0.41083396
5816,0.41148405
5817,0.41248395
5818,0.41436909
5819,0.4169219
5820,0.41979557
5821,0.42289464
5822,0.42560288
5823,0.42819061
5824,0.43010459
5825,0.43166072
5826,0.4322301
5827,0.43210955
5828,0.43060786
5829,0.42865102
5830,0.42627516
5831,0.4233874
5832,0.42043762
5833,0.41761845
5834,0.41504208
5835,0.41302269
5836,0.41139347
5837,0.41085774
5838,0.41102573
5839,0.41202324
5840,0.41358303
5841,0.41593633
5842,0.41842483
5843,0.42130744
5844,0.4241882
5845,0.42687786
5846,0.42899645
5847,0.43046964
5848,0.43102161
5849,0.43075968
5850,0.42956967
5851,0.42793614
5852,0.42520909
5853,0.4226398
5854,0.41977486
5855,0.41686587
5856,0.41425036
5857,0.41206002
5858,0.41069712
5859,0.41017221
5860,0.41032702
5861,0.41132585
5862,0.41299101
5863,0.41543548
5864,0.41813186
5865,0.42101237
5866,0.42393338
5867,0.42661902
5868,0.42885527
5869,0.42999047
5870,0.43074765
5871,0.43061773
5872,0.42951961
5873,0.42785048
5874,0.42581236
5875,0.42294438
5876,0.42000101
5877,0.41709862
5878,0.4147082
5879,0.41257548
5880,0.41105012
5881,0.41047706
5882,0.41058286
5883,0.41142254
5884,0.41352483
5885,0.41604383
5886,0.41879608
5887,0.4215052
5888,0.42423623
5889,0.42691953
5890,0.42892913
5891,0.43002374
5892,0.43070013
5893,0.43050867
5894,0.429321
5895,0.42755835
5896,0.42515262
5897,0.42229069
5898,0.4193718
5899,0.41659393
5900,0.41408002
5901,0.4124175
5902,0.41116072
5903,0.41083175
5904,0.41090295
5905,0.41212038
5906,0.41417873
5907,0.41671822
5908,0.41959615
5909,0.42235633
5910,0.42512426
5911,0.42737977
5912,0.42914318
5913,0.43037547
5914,0.43067128
5915,0.43022738
5916,0.42855949
5917,0.42637255
5918,0.42383323
5919,0.42080196
5920,0.41762334
5921,0.41485338
5922,0.41265301
5923,0.41078345
5924,0.40987565
5925,0.40964735
5926,0.41023767
5927,0.41165699
5928,0.41377982
5929,0.4164698
5930,0.41912234
5931,0.42192484
5932,0.42463299
5933,0.42654374
5934,0.42794864
5935,0.42880505
5936,0.42864784
5937,0.4274985
5938,0.42572796
5939,0.42336152
5940,0.4206334
5941,0.41773264
5942,0.41513974
5943,0.41271923
5944,0.41071519
5945,0.40934764
5946,0.40900514
5947,0.40912275
5948,0.41046216
5949,0.41234963
5950,0.41523058
5951,0.41792246
5952,0.42089223
5953,0.42373513
5954,0.42622643
5955,0.42824782
5956,0.42906274
5957,0.42980969
5958,0.42925047
5959,0.4278861
5960,0.42572292
5961,0.42305853
5962,0.42012842
5963,0.41728675
5964,0.41470848
5965,0.41272163
5966,0.41119087
5967,0.4102292
5968,0.41024596
5969,0.41100245
5970,0.41255009
5971,0.4147829
5972,0.41755821
5973,0.42072978
5974,0.42378898
5975,0.42629019
5976,0.42815519
5977,0.42974635
5978,0.4300325
5979,0.43004028
5980,0.42876125
5981,0.42682663
5982,0.42414861
5983,0.4214421
5984,0.41861063
5985,0.41601275
5986,0.41364769
5987,0.41220738
5988,0.41129939
5989,0.41157813
5990,0.41208609
5991,0.41379855
5992,0.41591783
5993,0.418565
5994,0.42157509
5995,0.42441401
5996,0.42696109
5997,0.42900689
5998,0.43037831
5999,0.43099343
6000,0.43065934
