untrain_x,untrain_y
0,8.9410023e-06
1.00000000000016,3.4939289e-05
1.99999999999996,7.5682422e-05
3.00000000000011,0.00012753833
3.99999999999991,0.00018588584
5.00000000000007,0.00024553509
5.99999999999987,0.0003011799
7.00000000000003,0.00034787484
7.99999999999983,0.00038147982
8.99999999999999,0.00039901709
10.0000000000001,0.00039894402
10.9999999999999,0.00038127479
12.0000000000001,0.00034759283
12.9999999999999,0.00030088885
14.0000000000001,0.00024531123
14.9999999999999,0.00018578564
16,0.00012758312
17.0000000000002,7.5853986e-05
18,3.5169556e-05
19.0000000000001,9.1246458e-06
19.9999999999999,1.6361261e-08
21.0000000000001,8.6479767e-06
21.9999999999999,3.4258815e-05
23,7.4596481e-05
23.9999999999998,0.00012611335
25,0.00018428368
26.0000000000002,0.00024400161
27,0.00030002927
28.0000000000001,0.00034745809
28.9999999999999,0.00038213964
30.0000000000001,0.00040104616
30.9999999999999,0.00040253187
32,0.00038647985
32.9999999999998,0.00035430439
34,0.0003088285
35.0000000000001,0.00025403284
35.9999999999999,0.00019470896
37.0000000000001,0.000136037
37.9999999999999,8.313574e-05
39.0000000000001,4.0616538e-05
39.9999999999999,1.2181872e-05
41,3.0567495e-07
42.0000000000002,6.0214092e-06
43,2.8832757e-05
44.0000000000001,6.6761193e-05
44.9999999999999,0.00011651699
46.0000000000001,0.00017378963
46.9999999999999,0.0002336224
48,0.00029084163
48.9999999999998,0.00034050434
50,0.00037832586
51.0000000000002,0.00040104851
52,0.00040672235
53.0000000000001,0.00039486803
53.9999999999999,0.00036652028
55.0000000000001,0.00032413307
55.9999999999999,0.00027136611
57,0.00021276887
57.9999999999998,0.00015338732
59,9.8330019e-05
60.0000000000001,5.2329335e-05
60.9999999999999,1.9335581e-05
62.0000000000001,2.179312e-06
62.9999999999999,2.3319273e-06
64.0000000000001,1.9780613e-05
64.9999999999999,5.3033231e-05
66,9.9246584e-05
67.0000000000002,0.00015447307
68,0.0002139997
69.0000000000001,0.00027275067
69.9999999999999,0.00032572141
71.0000000000001,0.00036840593
71.9999999999999,0.00039717826
73,0.0004095997
73.9999999999998,0.00040462491
75,0.00038268933
76.0000000000002,0.00034566764
77,0.00029671313
78.0000000000001,0.00023998826
78.9999999999999,0.00018031018
80.0000000000001,0.00012274128
80.9999999999999,7.2160439e-05
82,3.2850196e-05
82.9999999999998,8.1362342e-06
84,1.0760507e-07
85.0000000000001,9.4426985e-06
85.9999999999999,3.5354438e-05
87.0000000000001,7.5658997e-05
87.9999999999999,0.00012696199
89.0000000000001,0.00018494671
89.9999999999999,0.00024473869
91,0.00030131611
92.0000000000002,0.00034993274
93,0.00038651536
94.0000000000001,0.00040800448
94.9999999999999,0.00041260952
96.0000000000001,0.00039995585
96.9999999999999,0.00037111541
98,0.00032851288
98.9999999999998,0.00027572115
100,0.00021716117
101,0.00015773101
102,0.00010239659
103,5.5777059e-05
104,2.1760543e-05
105,3.1817839e-06
106,1.5879455e-06
107,1.7112107e-05
108,4.8464707e-05
109,9.304298e-05
110,0.00014714875
111,0.0002062982
112,0.00026559348
113,0.00032013
114,0.00036540179
115,0.00039767381
116,0.00041428952
