   0.0000000000000000e+00   1.0000000000000000e+00
   1.2500000000000000e-01   0.0000000000000000e+00
   2.5000000000000000e-01   0.0000000000000000e+00
   3.7500000000000000e-01   0.0000000000000000e+00
   5.0000000000000000e-01   0.0000000000000000e+00
   6.2500000000000000e-01   0.0000000000000000e+00
   7.5000000000000000e-01   0.0000000000000000e+00
   8.7500000000000000e-01   0.0000000000000000e+00
   1.0000000000000000e+00   0.0000000000000000e+00
   1.1250000000000000e+00  -4.1545098072978143e-01
   1.2500000000000000e+00  -5.7316468307726343e-01
   1.3750000000000000e+00  -6.9622921755780975e-01
   1.5000000000000000e+00  -7.7931392348211437e-01
   1.6250000000000000e+00  -8.1933050855869882e-01
   1.7500000000000000e+00  -8.1552453940227698e-01
   1.8750000000000000e+00  -7.6944281039031659e-01
   2.0000000000000000e+00  -6.8478209946020763e-01
   2.1250000000000000e+00  -5.6713081837975476e-01
   2.2500000000000000e+00  -4.2362028417018505e-01
   2.3750000000000000e+00  -2.6250652217217563e-01
   2.5000000000000000e+00  -9.2706477107124985e-02
   2.6250000000000000e+00   7.6685855591589747e-02
   2.7500000000000000e+00   2.3687760742991859e-01
   2.8750000000000000e+00   3.7982484185103144e-01
   3.0000000000000000e+00   4.9862764354143163e-01
   3.1250000000000000e+00   5.8785357706221031e-01
   3.2500000000000000e+00   6.4377490560073092e-01
   3.3750000000000000e+00   6.6450989329658594e-01
   3.5000000000000000e+00   6.5006379842624651e-01
   3.6250000000000000e+00   6.0227051425740319e-01
   3.7500000000000000e+00   5.2464094950311591e-01
   3.8750000000000000e+00   4.2212890068171421e-01
   4.0000000000000000e+00   3.0082912667704442e-01
   4.1250000000000000e+00   1.6762540727046554e-01
   4.2500000000000000e+00   2.9808420006993630e-02
   4.3750000000000000e+00  -1.0531577187186381e-01
   4.5000000000000000e+00  -2.3080597968262029e-01
   4.6250000000000000e+00  -3.4043547725917211e-01
   4.7500000000000000e+00  -4.2899368835873997e-01
   4.8750000000000000e+00  -4.9252576556498884e-01
   5.0000000000000000e+00  -5.2849951863927891e-01
   5.1250000000000000e+00  -5.3589325132785615e-01
   5.2500000000000000e+00  -5.1520237526833179e-01
   5.3750000000000000e+00  -4.6836695740734702e-01
   5.5000000000000000e+00  -3.9862640102752428e-01
   5.6250000000000000e+00  -3.1031105739856080e-01
   5.7500000000000000e+00  -2.0858354199084111e-01
   5.8750000000000000e+00  -9.9144750457359265e-02
   6.0000000000000000e+00   1.2079057004988680e-02
   6.1250000000000000e+00   1.1925125405440157e-01
   6.2500000000000000e+00   2.1692549088103869e-01
   6.3750000000000000e+00   3.0031679493657221e-01
   6.5000000000000000e+00   3.6552994661758842e-01
   6.6250000000000000e+00   4.0973457355875664e-01
   6.7500000000000000e+00   4.3127950183320135e-01
   6.8750000000000000e+00   4.2974228961635524e-01
   7.0000000000000000e+00   4.0591336366050362e-01
   7.1250000000000000e+00   3.6171759627259231e-01
   7.2500000000000000e+00   3.0007932512981822e-01
   7.3750000000000000e+00   2.2473957347915458e-01
   7.5000000000000000e+00   1.4003644342894933e-01
   7.6250000000000000e+00   5.0661231627566083e-02
   7.7500000000000000e+00  -3.8596307662305707e-02
   7.8750000000000000e+00  -1.2309997619183888e-01
   8.0000000000000000e+00  -1.9860340561440259e-01
   8.1250000000000000e+00  -2.6145879405560424e-01
   8.2500000000000000e+00  -3.0878810239756793e-01
   8.3750000000000000e+00  -3.3860896665708351e-01
   8.5000000000000000e+00  -3.4991017516863271e-01
   8.6250000000000000e+00  -3.4267433959336274e-01
   8.7500000000000000e+00  -3.1784820675028158e-01
   8.8750000000000000e+00  -2.7726376626176963e-01
   9.0000000000000000e+00  -2.2351576963924802e-01
   9.1250000000000000e+00  -1.5980336941123646e-01
   9.2500000000000000e+00  -8.9745214734439915e-02
   9.3750000000000000e+00  -1.7178432327959181e-02
   9.5000000000000000e+00   5.4047561772330333e-02
   9.6250000000000000e+00   1.2027154236219545e-01
   9.7500000000000000e+00   1.7820500139015888e-01
   9.8750000000000000e+00   2.2509161942531314e-01
   1.0000000000000000e+01   2.5883416380655855e-01
   1.0125000000000000e+01   2.7808321968183486e-01
   1.0250000000000000e+01   2.8228431635276241e-01
   1.0375000000000000e+01   2.7168227986805626e-01
   1.0500000000000000e+01   2.4728390227713498e-01
   1.0625000000000000e+01   2.1078215118983912e-01
   1.0750000000000000e+01   1.6444704328421522e-01
   1.0875000000000000e+01   1.1098988057515718e-01
   1.1000000000000000e+01   5.3408726720011013e-02
   1.1125000000000000e+01  -5.1762666547754410e-03
   1.1250000000000000e+01  -6.1688811035831070e-02
   1.1375000000000000e+01  -1.1325504365809214e-01
   1.1500000000000000e+01  -1.5734668666046298e-01
   1.1625000000000000e+01  -1.9190183515924575e-01
   1.1750000000000000e+01  -2.1541778401711797e-01
   1.1875000000000000e+01  -2.2701192866021636e-01
   1.2000000000000000e+01  -2.2644855692377769e-01
   1.2125000000000000e+01  -2.1413118917085933e-01
   1.2250000000000000e+01  -1.9106192536262218e-01
   1.2375000000000000e+01  -1.5877092791495068e-01
   1.2500000000000000e+01  -1.1922062527708599e-01
   1.2625000000000000e+01  -7.4690394110959346e-02
   1.2750000000000000e+01  -2.7648315478851382e-02
   1.2875000000000000e+01   1.9382930650093888e-02
   1.3000000000000000e+01   6.3958881014693270e-02
   1.3125000000000000e+01   1.0383795042971838e-01
   1.3250000000000000e+01   1.3709170971641782e-01
   1.3375000000000000e+01   1.6219549043854403e-01
   1.3500000000000000e+01   1.7809521217687463e-01
   1.3625000000000000e+01   1.8424769042287992e-01
   1.3750000000000000e+01   1.8063314611533787e-01
   1.3875000000000000e+01   1.6774012223849849e-01
   1.4000000000000000e+01   1.4652444092412686e-01
   1.4125000000000000e+01   1.1834513365555355e-01
   1.4250000000000000e+01   8.4881383893328222e-02
   1.4375000000000000e+01   4.8035384122737945e-02
   1.4500000000000000e+01   9.8265906312116624e-03
   1.4625000000000000e+01  -2.7716862297997691e-02
   1.4750000000000000e+01  -6.2663856786438488e-02
   1.4875000000000000e+01  -9.3277689111336159e-02
   1.5000000000000000e+01  -1.1810036322761042e-01
   1.5125000000000000e+01  -1.3601980165889438e-01
   1.5250000000000000e+01  -1.4631700581537599e-01
   1.5375000000000000e+01  -1.4869133143280450e-01
   1.5500000000000000e+01  -1.4326323891931281e-01
   1.5625000000000000e+01  -1.3055506901206587e-01
   1.5750000000000000e+01  -1.1145151950014009e-01
   1.5875000000000000e+01  -8.7142502373741548e-02
   1.6000000000000000e+01  -5.9051894190901011e-02
   1.6125000000000000e+01  -2.8756317625699079e-02
   1.6250000000000000e+01   2.1015170104753400e-03
   1.6375000000000000e+01   3.1900238103620970e-02
   1.6500000000000000e+01   5.9123438661420280e-02
   1.6625000000000000e+01   8.2435271736436944e-02
   1.6750000000000000e+01   1.0074433291362689e-01
   1.6875000000000000e+01   1.1325286964739195e-01
   1.7000000000000000e+01   1.1948921110076005e-01
   1.7125000000000000e+01   1.1932224921570955e-01
   1.7250000000000000e+01   1.1295777075632429e-01
   1.7375000000000000e+01   1.0091738966071634e-01
   1.7500000000000000e+01   8.4001710449036704e-02
   1.7625000000000000e+01   6.3240122944358546e-02
   1.7750000000000000e+01   3.9830249614412061e-02
   1.7875000000000000e+01   1.5070511721201774e-02
   1.8000000000000000e+01  -9.7104685304453819e-03
   1.8125000000000000e+01  -3.3223862605284149e-02
   1.8250000000000000e+01  -5.4286407092590250e-02
   1.8375000000000000e+01  -7.1878663044055491e-02
   1.8500000000000000e+01  -8.5192965974250634e-02
   1.8625000000000000e+01  -9.3668891311859903e-02
   1.8750000000000000e+01  -9.7014776024408500e-02
   1.8875000000000000e+01  -9.5214606892419063e-02
   1.9000000000000000e+01  -8.8520367810570211e-02
   1.9125000000000000e+01  -7.7430691524415340e-02
   1.9250000000000000e+01  -6.2657347115905038e-02
   1.9375000000000000e+01  -4.5081679740668290e-02
   1.9500000000000000e+01  -2.5703576275411144e-02
   1.9625000000000000e+01  -5.5858398320361990e-03
   1.9750000000000000e+01   1.4202993990537149e-02
   1.9875000000000000e+01   3.2644378602070478e-02
   2.0000000000000000e+01   4.8821164138874440e-02
   2.0125000000000000e+01   6.1962151895187279e-02
   2.0250000000000000e+01   7.1477690381259618e-02
   2.0375000000000000e+01   7.6984738398205355e-02
   2.0500000000000000e+01   7.8320416519282288e-02
   2.0625000000000000e+01   7.5543696891217094e-02
   2.0750000000000000e+01   6.8925508644116007e-02
   2.0875000000000000e+01   5.8928129847342858e-02
   2.1000000000000000e+01   4.6175267050362623e-02
   2.1125000000000000e+01   3.1414664402118486e-02
   2.1250000000000000e+01   1.5475415972300288e-02
   2.1375000000000000e+01  -7.7763667077551668e-04
   2.1500000000000000e+01  -1.6489961380481144e-02
   2.1625000000000000e+01  -3.0861438711013545e-02
   2.1750000000000000e+01  -4.3186279098724967e-02
   2.1875000000000000e+01  -5.2886807812296599e-02
   2.2000000000000000e+01  -5.9539550212695302e-02
   2.2125000000000000e+01  -6.2892498361997395e-02
   2.2250000000000000e+01  -6.2872932878808796e-02
   2.2375000000000000e+01  -5.9585684171698239e-02
   2.2500000000000000e+01  -5.3302217732746959e-02
   2.2625000000000000e+01  -4.4441393319281708e-02
   2.2750000000000000e+01  -3.3543154503496264e-02
   2.2875000000000000e+01  -2.1236733888875647e-02
   2.3000000000000000e+01  -8.2051955821215161e-03
   2.3125000000000000e+01   4.8517291649791683e-03
   2.3250000000000000e+01   1.7254528711516059e-02
   2.3375000000000000e+01   2.8378611264614717e-02
   2.3500000000000000e+01   3.7685082102267287e-02
   2.3625000000000000e+01   4.4746118667113033e-02
   2.3750000000000000e+01   4.9263790762426152e-02
   2.3875000000000000e+01   5.1081549305587004e-02
   2.4000000000000000e+01   5.0188012103981772e-02
   2.4125000000000000e+01   4.6713086974140949e-02
   2.4250000000000000e+01   4.0916869607002082e-02
   2.4375000000000000e+01   3.3172115703944904e-02
   2.4500000000000000e+01   2.3941396321913666e-02
   2.4625000000000000e+01   1.3750287609903877e-02
   2.4750000000000000e+01   3.1581106685736882e-03
   2.4875000000000000e+01  -7.2721820423412575e-03
   2.5000000000000000e+01  -1.7003382101084541e-02
   2.5125000000000000e+01  -2.5551158045253430e-02
   2.5250000000000000e+01  -3.2507604411622593e-02
   2.5375000000000000e+01  -3.7560093078693124e-02
   2.5500000000000000e+01  -4.0504591579474558e-02
   2.5625000000000000e+01  -4.1252926385495270e-02
   2.5750000000000000e+01  -3.9833799986190355e-02
   2.5875000000000000e+01  -3.6387701165291442e-02
   2.6000000000000000e+01  -3.1156161030986840e-02
   2.6125000000000000e+01  -2.4466087347181087e-02
   2.6250000000000000e+01  -1.6710143005458700e-02
   2.6375000000000000e+01  -8.3243103817354225e-03
   2.6500000000000000e+01   2.3610553935404788e-04
   2.6625000000000000e+01   8.5207397991742262e-03
   2.6750000000000000e+01   1.6107426448455475e-02
   2.6875000000000000e+01   2.2623275716286584e-02
   2.7000000000000000e+01   2.7762540884076092e-02
   2.7125000000000000e+01   3.1300444921524839e-02
   2.7250000000000000e+01   3.3102372510353528e-02
