origin_x,origin_y
5790,0.12815828
5791,0.12737749
5792,0.12686066
5793,0.1265863
5794,0.12655798
5795,0.12678079
5796,0.12730184
5797,0.12801654
5798,0.12891736
5799,0.12991429
5800,0.13090952
5801,0.13187904
5802,0.13270807
5803,0.13336177
5804,0.13374541
5805,0.1338267
5806,0.13365112
5807,0.13319832
5808,0.13252892
5809,0.1316724
5810,0.13068885
5811,0.12965339
5812,0.12868858
5813,0.12784149
5814,0.12717696
5815,0.12673436
5816,0.12659946
5817,0.12672782
5818,0.12712588
5819,0.12775253
5820,0.12853726
5821,0.12950894
5822,0.13052162
5823,0.13149536
5824,0.13235573
5825,0.13311117
5826,0.13359826
5827,0.13384761
5828,0.1337507
5829,0.13336973
5830,0.13278578
5831,0.13196991
5832,0.13102667
5833,0.13002912
5834,0.12907368
5835,0.12816899
5836,0.12745141
5837,0.12694274
5838,0.12666178
5839,0.12669892
5840,0.12699137
5841,0.12753347
5842,0.12827572
5843,0.1292063
5844,0.13019899
5845,0.13118123
5846,0.13207916
5847,0.13284648
5848,0.13338671
5849,0.13363704
5850,0.13358855
5851,0.13329506
5852,0.13276921
5853,0.13201305
5854,0.13111486
5855,0.13011734
5856,0.12910791
5857,0.1282066
5858,0.12744329
5859,0.12693577
5860,0.12662109
5861,0.12661421
5862,0.12686566
5863,0.12743175
5864,0.12822126
5865,0.12913633
5866,0.13014944
5867,0.1311224
5868,0.13205841
5869,0.13278884
5870,0.13328246
5871,0.13352397
5872,0.13347824
5873,0.13321376
5874,0.13265791
5875,0.13186832
5876,0.13094536
5877,0.12995828
5878,0.1289503
5879,0.1280585
5880,0.1273007
5881,0.12679425
5882,0.12656784
5883,0.12657796
5884,0.12692153
5885,0.12744402
5886,0.12822657
5887,0.12914084
5888,0.13016714
5889,0.13117404
5890,0.13206432
5891,0.13280917
5892,0.13330309
5893,0.1335474
5894,0.1335254
5895,0.13320743
5896,0.13263243
5897,0.13182231
5898,0.13088047
5899,0.12984688
5900,0.12883627
5901,0.12793767
5902,0.12720723
5903,0.12674638
5904,0.12654708
5905,0.12664672
5906,0.12701265
5907,0.12758839
5908,0.12841739
5909,0.12931489
5910,0.1302969
5911,0.13127997
5912,0.13213549
5913,0.13281802
5914,0.13325241
5915,0.13339396
5916,0.13325468
5917,0.13278092
5918,0.13209118
5919,0.1312347
5920,0.13026667
5921,0.12927945
5922,0.12831745
5923,0.12750511
5924,0.12684359
5925,0.12647444
5926,0.12640723
5927,0.126581
5928,0.12705162
5929,0.12776477
5930,0.12865135
5931,0.12962087
5932,0.13059736
5933,0.13150003
5934,0.13229399
5935,0.13291012
5936,0.13320828
5937,0.13322293
5938,0.13293722
5939,0.13245421
5940,0.13167346
5941,0.13074702
5942,0.12977322
5943,0.12877861
5944,0.12788457
5945,0.12711709
5946,0.12666715
5947,0.12648868
5948,0.1265689
5949,0.12692493
5950,0.12751979
5951,0.12836422
5952,0.12929795
5953,0.13031407
5954,0.13128583
5955,0.1321134
5956,0.13278666
5957,0.13311702
5958,0.13327208
5959,0.13310404
5960,0.13264
5961,0.13198068
5962,0.13113252
5963,0.13015917
5964,0.12914523
5965,0.12822792
5966,0.12742439
5967,0.12683377
5968,0.12653185
5969,0.12653858
5970,0.12683568
5971,0.12740846
5972,0.12813668
5973,0.1290423
5974,0.1300603
5975,0.13102092
5976,0.13189531
5977,0.13259022
5978,0.13306366
5979,0.13321936
5980,0.13310003
5981,0.13271572
5982,0.13211046
5983,0.13128854
5984,0.13033769
5985,0.12935373
5986,0.12839957
5987,0.12755076
5988,0.12692449
5989,0.12657583
5990,0.12651747
5991,0.12677444
5992,0.1272671
5993,0.12799815
5994,0.12889195
5995,0.12984597
5996,0.13083317
5997,0.1316984
5998,0.13246434
5999,0.13297425
6000,0.13318627
