pre_x,pre_y
5480,0.12681528788008
5481,0.126222613429808
5482,0.125853958365847
5483,0.12574267141408
5484,0.125888558244609
5485,0.1262775076735
5486,0.126886448046126
5487,0.127670648347407
5488,0.128580579703457
5489,0.129561205399279
5490,0.130553713669507
5491,0.131499153981304
5492,0.132347057619369
5493,0.133044641811184
5494,0.133545257909865
5495,0.133818072599276
5496,0.133846465245082
5497,0.133629035099147
5498,0.133177423484553
5499,0.132517018581154
5500,0.131686430346155
5501,0.130736796844367
5502,0.129726971397645
5503,0.128720879852818
5504,0.12778241104439
5505,0.126970282636263
5506,0.126337730393559
5507,0.125928265591068
5508,0.12576849490319
5509,0.125865996898758
5510,0.126211680216056
5511,0.126781001782526
5512,0.127535747761428
5513,0.128427032476065
5514,0.129398787795667
5515,0.130392330190232
5516,0.131350705412671
5517,0.132219510449192
5518,0.13294584524264
5519,0.133481692045042
5520,0.133791899183618
5521,0.133858265029942
5522,0.133677244479099
5523,0.133258558238314
5524,0.132626061896467
5525,0.131817335101477
5526,0.130881589677717
5527,0.129877113476207
5528,0.128867656846571
5529,0.127917222156183
5530,0.127085549133293
5531,0.126426613096082
5532,0.125985593505298
5533,0.125791986396781
5534,0.125856177346459
5535,0.126171224448983
5536,0.126714700546783
5537,0.12744992400054
5538,0.128328754928105
5539,0.129295327543219
5540,0.130290474246453
5541,0.131256245923007
5542,0.132137423733099
5543,0.132880380991032
5544,0.133435663450006
5545,0.133766177718668
5546,0.133852224882645
5547,0.133689525003405
5548,0.133287287650319
5549,0.132668699682593
5550,0.131870684440825
5551,0.130942071487934
5552,0.129941032292829
5553,0.128931344264302
5554,0.127977218329243
5555,0.127138787204874
5556,0.126470564962451
5557,0.126018600683993
5558,0.125813590724815
5559,0.125867089523318
5560,0.126173069589214
5561,0.126709734526287
5562,0.127440663484242
5563,0.128317572236762
5564,0.129284143596004
5565,0.130280537643998
5566,0.131248029951179
5567,0.132130683510094
5568,0.132874218553791
5569,0.133428526675287
5570,0.1337560535884
5571,0.133837174512783
5572,0.133668246734851
5573,0.133259356132332
5574,0.132634493139683
5575,0.131831298872591
5576,0.130899381363194
5577,0.129897693244475
5578,0.128890491622073
5579,0.127942038907926
5580,0.127112398196507
5581,0.126456062826599
5582,0.126018770037112
5583,0.125830490724948
5584,0.12590192677621
5585,0.12622613910433
5586,0.126780197617271
5587,0.127526341303432
5588,0.128414897875856
5589,0.129388301754241
5590,0.130385806421399
5591,0.131348097922811
5592,0.132218668615143
5593,0.132942704508283
5594,0.133470335477948
5595,0.133765515476767
5596,0.133810857797903
5597,0.133605202163352
5598,0.133161295156877
5599,0.132505731777893
5600,0.131678546140171
5601,0.130731568336292
5602,0.129725555354146
5603,0.128725572900352
5604,0.127795583133075
5605,0.12699497656858
5606,0.12637744357051
5607,0.12598676648421
5608,0.125849745467115
5609,0.125973793509768
5610,0.126348840765886
5611,0.126948646260474
5612,0.127732168574863
5613,0.128646894265051
5614,0.129633161597287
5615,0.130629179920246
5616,0.131575310637356
5617,0.132414583325402
5618,0.133091917788841
5619,0.133559248012532
5620,0.133784849162866
5621,0.133756348177602
5622,0.133477425950656
5623,0.132965706777885
5624,0.132252507911615
5625,0.131382220541814
5626,0.130410537579588
5627,0.129400894579325
5628,0.128419004361024
5629,0.127527771893812
5630,0.126785171249567
5631,0.126242779679538
5632,0.125939772774669
5633,0.125896622486869
5634,0.12611463233465
5635,0.126577888200282
5636,0.127254167999334
5637,0.128096964400539
5638,0.129049452474619
5639,0.13004929051982
5640,0.131033896796781
5641,0.131943628146423
5642,0.132721044388165
5643,0.133311816311392
5644,0.133672953728766
5645,0.133781133540495
5646,0.133632351611552
5647,0.133238022472961
5648,0.132623289691627
5649,0.131826616078017
5650,0.130898980738918
5651,0.12990145636237
5652,0.128900167425612
5653,0.127960248422942
5654,0.127142387848978
5655,0.126502089832786
5656,0.126085978187216
5657,0.125924287256442
5658,0.126027366604727
5659,0.126387154300498
5660,0.126978425255666
5661,0.127759872744366
5662,0.128677402960998
5663,0.12966887963129
5664,0.130669596101014
5665,0.131617006288719
5666,0.132451479291498
5667,0.133115476205995
5668,0.133559192122623
5669,0.133751079540582
5670,0.133681422141376
5671,0.13335836674899
5672,0.132804387472912
5673,0.132055071421636
5674,0.131158794142636
5675,0.130175306381175
5676,0.129171157648142
5677,0.128212908236967
5678,0.127362739855395
5679,0.126677942732208
5680,0.126208614358352
5681,0.125990187925963
5682,0.126038150967301
5683,0.126348693395686
5684,0.12690012982218
5685,0.127653591964799
5686,0.128555809446013
5687,0.12954391134647
5688,0.130551151376886
5689,0.131512342190819
5690,0.132365525217611
5691,0.13305083922204
5692,0.133515160743317
5693,0.133723535135904
5694,0.133664879080907
5695,0.133348202084646
5696,0.132797585182847
5697,0.132049825121176
5698,0.131154242073651
5699,0.130171942446659
5700,0.129171095392872
5701,0.128219200122548
5702,0.127378558333906
5703,0.126706578044351
5704,0.126253638566802
5705,0.12605515059618
5706,0.126126128059978
5707,0.126461874338651
5708,0.12703919303897
5709,0.127816938460891
5710,0.128738961084986
5711,0.129739300064549
5712,0.130748438347182
5713,0.131698921387443
5714,0.132526577694381
5715,0.133169600700057
5716,0.13357514734326
5717,0.133712080429102
5718,0.133575597269171
5719,0.133181908040202
5720,0.132561902559012
5721,0.131758254843679
5722,0.130825839255695
5723,0.129830875751027
5724,0.128844273912451
5725,0.127932926912105
5726,0.12715728713406
5727,0.12657299127264
5728,0.126226461255048
5729,0.126146073132026
5730,0.126338973688674
5731,0.126792596722933
5732,0.12747513816038
5733,0.128336655614476
5734,0.129313259530127
5735,0.130333282119893
5736,0.131324229867739
5737,0.132217128490277
5738,0.132945726499641
5739,0.133448641948002
5740,0.133682038930863
5741,0.133631084454327
5742,0.133308173657278
5743,0.132744198697587
5744,0.131981811862103
5745,0.131074518144195
5746,0.130088129748831
5747,0.129096235390878
5748,0.128169440737155
5749,0.127369861389272
5750,0.126754032558139
5751,0.12637150269915
5752,0.126255425614519
5753,0.126416938485797
5754,0.126846241642715
5755,0.127513396231888
5756,0.128368876936175
5757,0.129347353222137
5758,0.130373993006349
5759,0.131372016189368
5760,0.132268173759773
5761,0.132992423565568
5762,0.133479815657731
5763,0.133684425386923
5764,0.133593044894409
5765,0.133223627373982
5766,0.132614176121892
5767,0.131813373806061
5768,0.130879515397783
5769,0.129883256917895
5770,0.128902293176024
5771,0.128008338684347
5772,0.127262244872133
5773,0.126718915779839
5774,0.126424923529561
5775,0.126407983792178
5776,0.126672428789727
5777,0.127200852192384
5778,0.127954693564166
5779,0.128875677915308
5780,0.129890826132907
5781,0.130919587573629
5782,0.131881772271142
5783,0.132701540916906
5784,0.133306591651492
5785,0.133635807624035
5786,0.13365783797153
5787,0.133379722030087
5788,0.132837934954677
5789,0.132083730781062
5790,0.13117577111905
5791,0.130183369642709
5792,0.129187176502354
5793,0.128266460032921
5794,0.127487002457027
5795,0.126904694413384
5796,0.126568894226847
5797,0.126512772339494
5798,0.126744950610723
5799,0.12725003395636
5800,0.127990156300073
5801,0.128906376471028
5802,0.129923671890827
5803,0.130958049322718
5804,0.131924579838004
5805,0.132742819924821
5806,0.133336846112823
5807,0.133642602811799
5808,0.133628087574878
5809,0.133304029588036
5810,0.132713907086061
5811,0.131916228205287
5812,0.130975450818946
5813,0.129966145424371
5814,0.128974234478495
5815,0.12808216390034
5816,0.127355841984248
5817,0.126849978158451
5818,0.126610851212344
5819,0.126665169747862
5820,0.127012622258092
5821,0.127627206893365
5822,0.128459109298005
5823,0.129438043618898
5824,0.130480345334856
5825,0.13149661023049
5826,0.132399084761371
5827,0.133105312456498
5828,0.133540325451831
5829,0.133652199729775
5830,0.133432701032102
5831,0.132917423669015
5832,0.132167060158552
5833,0.131249889179387
5834,0.130240309293265
5835,0.129225216536407
5836,0.128295721461643
5837,0.127527727546635
5838,0.126979733668511
5839,0.126700651361148
5840,0.126722316917976
5841,0.127048414674783
5842,0.127653653235872
5843,0.12848646705878
5844,0.129472846762306
5845,0.130524700170151
5846,0.131548417729305
5847,0.132451486674045
5848,0.133146769506799
5849,0.133556170263224
5850,0.133627264172408
5851,0.133355688199383
5852,0.132784942156031
5853,0.131984086912337
5854,0.131028001462526
5855,0.129997094912042
5856,0.128984351986433
5857,0.128084827349503
5858,0.127374955836428
5859,0.126912031921424
5860,0.126741338804126
5861,0.126886646314808
5862,0.127340222609167
5863,0.128063336090313
5864,0.128989770368474
5865,0.130032381008106
5866,0.131094209367281
5867,0.132076943247608
5868,0.132885533422799
5869,0.133431784637816
5870,0.133644973009072
5871,0.133496670565179
5872,0.133015354099382
5873,0.132269910209255
5874,0.131341026034965
5875,0.130310709700648
5876,0.129271334322878
5877,0.128324582673537
5878,0.127559363833839
5879,0.12703993380927
5880,0.126814546196146
5881,0.126912691708336
5882,0.127332488210624
5883,0.128037690880211
5884,0.128961388676386
5885,0.130012758450197
5886,0.131089487526914
5887,0.132088611264491
5888,0.132910426637314
5889,0.133461533518791
5890,0.13366699149294
5891,0.133497263948755
5892,0.132985037614287
5893,0.132207094511132
5894,0.131250833427786
5895,0.130202391308827
5896,0.129158390757782
5897,0.128224931181941
5898,0.127492981154086
5899,0.127026073593537
5900,0.126869472167626
5901,0.127047175601921
5902,0.127549566743252
5903,0.128330752050225
5904,0.129312994473386
5905,0.130395850119093
5906,0.131470858866591
5907,0.132431944553467
5908,0.133177159446566
5909,0.133612923800043
5910,0.133673917663084
5911,0.133353352654292
5912,0.132708944872705
5913,0.131831768915452
5914,0.130813005239348
5915,0.129743723546953
5916,0.128729267201866
5917,0.127876616999935
5918,0.12726712692427
5919,0.12695488105357
5920,0.126975296459354
5921,0.127336000093037
5922,0.128007220823579
5923,0.128922669242775
5924,0.129986630578997
5925,0.131087832087296
5926,0.132114906874691
5927,0.132961475559905
5928,0.133526274406243
5929,0.133726669193089
5930,0.133530457479744
5931,0.132976656044168
5932,0.132154571385931
5933,0.131161902404621
5934,0.130089840588219
5935,0.129040091013047
5936,0.128125301278949
5937,0.127439416982063
5938,0.127043962830944
5939,0.1269788515089
5940,0.127259941688549
5941,0.127866930791396
5942,0.1287406934901
5943,0.129788910137117
5944,0.130898989655386
5945,0.131955691285452
5946,0.132849659496275
5947,0.133476188728929
5948,0.133744771807404
5949,0.133610516141995
5950,0.133101714213679
5951,0.132305893761644
5952,0.131325207192356
5953,0.130252742712366
5954,0.129188352281732
5955,0.128246499645083
5956,0.127527669409036
5957,0.127097880844427
5958,0.126998595049886
5959,0.127248435042701
5960,0.1278308966553
5961,0.128689653134898
5962,0.129733274667763
5963,0.130847858547744
5964,0.131915669702944
5965,0.132825528770822
5966,0.133471103637781
5967,0.133758820958812
5968,0.133639628663396
5969,0.133139122932484
5970,0.132345640953121
5971,0.131364072121089
5972,0.130288854200603
5973,0.129219671731623
5974,0.128272050561257
5975,0.127548806979791
5976,0.127117111112663
5977,0.127018140784078
5978,0.127270256783779
5979,0.127856838274038
5980,0.128720945173638
5981,0.129769830502433
5982,0.130887890713197
5983,0.131955971780704
5984,0.132862091770579
5985,0.133499241912122
5986,0.133773563322052
5987,0.133637492850804
5988,0.133119910833692
5989,0.132312353570558
5990,0.131321186895868
5991,0.130241253929082
5992,0.12917321596467
5993,0.128233643475623
5994,0.127524870327875
5995,0.127112605127341
5996,0.1270364916376
5997,0.127312816082899
5998,0.127922282473031
5999,0.128804989863725
6000,0.129865344808383
