1374,0.41983973
1375,0.42278501
1376,0.4257315
1377,0.42868162
1378,0.43161204
1379,0.43448487
1380,0.43737157
1381,0.44024939
1382,0.44306539
1383,0.44584675
1384,0.44857132
1385,0.45126851
1386,0.453896
1387,0.45650904
1388,0.45903906
1389,0.461516
1390,0.46392897
1391,0.46628261
1392,0.46858375
1393,0.47079189
1394,0.47291081
1395,0.4749577
1396,0.47691766
1397,0.47877793
1398,0.48055213
1399,0.48221022
1400,0.48377008
1401,0.48520263
1402,0.48658622
1403,0.48783456
1404,0.48899739
1405,0.49004527
1406,0.49097168
1407,0.49178853
1408,0.49248666
1409,0.49308412
1410,0.49355935
1411,0.49390533
1412,0.49413583
1413,0.49422728
1414,0.49422331
1415,0.49407821
1416,0.49384991
1417,0.49339993
1418,0.49288982
1419,0.49224528
1420,0.49149456
1421,0.49064484
1422,0.4896335
1423,0.48852217
1424,0.48730932
1425,0.48596276
1426,0.4845079
1427,0.48298248
1428,0.48132335
1429,0.47955864
1430,0.4776963
1431,0.47573463
1432,0.47369588
1433,0.47154978
1434,0.46930798
1435,0.4670148
1436,0.4646316
1437,0.46215485
1438,0.45961088
1439,0.45699209
1440,0.45432918
1441,0.45160227
1442,0.4488463
1443,0.44605411
1444,0.44320525
1445,0.4403341
1446,0.43742574
1447,0.43451453
1448,0.43157946
1449,0.42859383
1450,0.42562799
1451,0.42265668
1452,0.41969151
1453,0.4167303
1454,0.41381419
1455,0.4109098
1456,0.4080646
1457,0.40525658
1458,0.40247431
1459,0.3997462
1460,0.39706899
1461,0.39444329
1462,0.39188395
1463,0.3893936
1464,0.38697179
1465,0.38464303
1466,0.382392
1467,0.3802534
1468,0.37820519
1469,0.37624097
1470,0.37441342
1471,0.37269683
1472,0.37108495
1473,0.36958245
1474,0.36820366
1475,0.36696911
1476,0.36585283
1477,0.36486748
1478,0.36401047
1479,0.36328315
1480,0.36270747
1481,0.36228549
1482,0.36199262
1483,0.3618367
1484,0.3618195
1485,0.36195587
1486,0.36222311
1487,0.36263385
1488,0.36320842
1489,0.36387933
1490,0.36472178
1491,0.36569431
1492,0.36680634
1493,0.36805349
1494,0.36942798
1495,0.37093109
1496,0.37255857
1497,0.3743094
1498,0.37617295
1499,0.37814039
1500,0.38023284
1501,0.38241986
1502,0.38469969
1503,0.3870664
1504,0.38951604
1505,0.39205078
1506,0.39464475
1507,0.39732255
1508,0.40007499
1509,0.40285287
1510,0.40569068
1511,0.40856503
1512,0.41146817
1513,0.41440289
1514,0.41736972
1515,0.42030978
1516,0.42329311
1517,0.42623914
1518,0.42917538
1519,0.43210619
1520,0.43499165
1521,0.43783305
1522,0.44064165
1523,0.44338267
1524,0.44607685
1525,0.44868688
1526,0.45120832
1527,0.45365071
1528,0.45602328
1529,0.45828356
1530,0.46046693
1531,0.46253045
1532,0.46448141
1533,0.46630389
1534,0.4680092
1535,0.46957477
1536,0.47100212
1537,0.47230123
1538,0.47344394
1539,0.47445016
1540,0.47530487
1541,0.4759875
1542,0.47655273
1543,0.47692955
1544,0.47714249
1545,0.47719633
1546,0.47715134
1547,0.47687584
1548,0.47644602
1549,0.47585646
1550,0.47514249
1551,0.47426537
1552,0.47322605
1553,0.47202436
1554,0.47068565
1555,0.46919014
1556,0.46754181
1557,0.46577695
1558,0.46387718
1559,0.46186116
1560,0.45971388
1561,0.45745697
1562,0.45509504
1563,0.45263684
1564,0.450087
1565,0.44746796
1566,0.44475544
1567,0.44199041
1568,0.43916663
1569,0.43630054
1570,0.43339848
1571,0.43045656
1572,0.42749254
1573,0.4245403
1574,0.42157509
1575,0.4186267
1576,0.41568462
1577,0.41277771
1578,0.40991894
1579,0.40710372
1580,0.40432945
1581,0.40162515
1582,0.39900584
1583,0.39646345
1584,0.39402571
1585,0.39168762
1586,0.38944485
1587,0.38732921
1588,0.38533219
1589,0.38345433
1590,0.38173179
1591,0.38014845
1592,0.37872115
1593,0.37744884
1594,0.37633497
1595,0.37538501
1596,0.37460396
1597,0.37399139
1598,0.37354656
1599,0.37328084
1600,0.37318502
1601,0.37327408
1602,0.37354182
1603,0.37399534
1604,0.37461251
1605,0.37540609
1606,0.37637527
1607,0.37748847
1608,0.37879182
