x,y,,2126,0.42579658
1471,0.37108495,,2224,0.42844431
1472,0.36958245,,2225,0.4256517
1473,0.36820366,,2226,0.42241876
1474,0.36696911,,2227,0.41948181
1475,0.36585283,,2228,0.41678992
1476,0.36486748,,2229,0.41450272
1477,0.36401047,,2230,0.41268351
1478,0.36328315,,2231,0.41174601
1479,0.36270747,,2232,0.41154917
1480,0.36228549,,2233,0.41227924
1481,0.36199262,,2234,0.41338752
1482,0.3618367,,2235,0.41532564
1483,0.3618195,,2236,0.41792549
1484,0.36195587,,2237,0.42055503
1485,0.36222311,,2238,0.42340567
1486,0.36263385,,2239,0.42619915
1487,0.36320842,,2240,0.42889498
1488,0.36387933,,2241,0.43121068
1489,0.36472178,,2242,0.43290868
1490,0.36569431,,2243,0.43390315
1491,0.36680634,,2244,0.43402228
1492,0.36805349,,2245,0.43353218
1493,0.36942798,,2246,0.43220241
1494,0.37093109,,2247,0.43034262
1495,0.37255857,,2248,0.42779242
1496,0.3743094,,2249,0.42506637
1497,0.37617295,,2250,0.42205511
1498,0.37814039,,2251,0.41920919
1499,0.38023284,,2252,0.41667851
1500,0.38241986,,2253,0.41439594
1501,0.38469969,,2254,0.41270874
1502,0.3870664,,2255,0.41154806
1503,0.38951604,,2256,0.41124412
1504,0.39205078,,2257,0.41170776
1505,0.39464475,,2258,0.4129688
1506,0.39732255,,2259,0.4148959
1507,0.40007499,,2260,0.41739477
1508,0.40285287,,2261,0.42017412
1509,0.40569068,,2262,0.42314518
1510,0.40856503,,2263,0.42612184
1511,0.41146817,,2264,0.42876027
1512,0.41440289,,2265,0.43103464
1513,0.41736972,,2266,0.43260821
1514,0.42030978,,2267,0.43349193
1515,0.42329311,,2268,0.43365344
1516,0.42623914,,2269,0.43308101
1517,0.42917538,,2270,0.43187854
1518,0.43210619,,2271,0.42995024
1519,0.43499165,,2272,0.42742925
1520,0.43783305,,2273,0.42474713
1521,0.44064165,,2274,0.42171086
1522,0.44338267,,2275,0.41879731
1523,0.44607685,,2276,0.41615897
1524,0.44868688,,2277,0.41398051
1525,0.45120832,,2278,0.4123075
1526,0.45365071,,2279,0.41135484
1527,0.45602328,,2280,0.41115691
1528,0.45828356,,2281,0.41188967
1529,0.46046693,,2282,0.41325297
1530,0.46253045,,2283,0.41523237
1531,0.46448141,,2284,0.41769178
1532,0.46630389,,2285,0.42063192
1533,0.4680092,,2286,0.42357173
1534,0.46957477,,2287,0.42642591
1535,0.47100212,,2288,0.42894248
1536,0.47230123,,2289,0.43093844
1537,0.47344394,,2290,0.43252347
1538,0.47445016,,2291,0.43331755
1539,0.47530487,,2292,0.43346074
1540,0.4759875,,2293,0.43265557
1541,0.47655273,,2294,0.43128855
1542,0.47692955,,2295,0.42916657
1543,0.47714249,,2296,0.4267136
1544,0.47719633,,2297,0.42391604
1545,0.47715134,,2298,0.42102028
1546,0.47687584,,2299,0.41812189
1547,0.47644602,,2300,0.41552809
1548,0.47585646,,2301,0.4134457
1549,0.47514249,,2302,0.41200058
1550,0.47426537,,2303,0.41105759
1551,0.47322605,,2304,0.41107028
1552,0.47202436,,2305,0.41201609
1553,0.47068565,,2306,0.41375338
1554,0.46919014,,2307,0.41590902
1555,0.46754181,,2308,0.41858402
1556,0.46577695,,2309,0.42139946
1557,0.46387718,,2310,0.42436182
1558,0.46186116,,2311,0.42731273
1559,0.45971388,,2312,0.42974229
1560,0.45745697,,2313,0.43154225
1561,0.45509504,,2314,0.43278404
1562,0.45263684,,2315,0.43318787
1563,0.450087,,2316,0.43275962
1564,0.44746796,,2317,0.43164457
1565,0.44475544,,2318,0.4298077
1566,0.44199041,,2319,0.42760138
1567,0.43916663,,2320,0.42479271
1568,0.43630054,,2321,0.42203016
1569,0.43339848,,2322,0.41894033
1570,0.43045656,,2323,0.41621373
1571,0.42749254,,2324,0.41410488
1572,0.4245403,,2325,0.41232579
1573,0.42157509,,2326,0.41123759
1574,0.4186267,,2327,0.41085085
1575,0.41568462,,2328,0.41149931
1576,0.41277771,,2329,0.41288602
1577,0.40991894,,2330,0.41503103
1578,0.40710372,,2331,0.41760244
1579,0.40432945,,2332,0.42043112
1580,0.40162515,,2333,0.42334259
1581,0.39900584,,2334,0.42625455
1582,0.39646345,,2335,0.42899697
1583,0.39402571,,2336,0.43099737
1584,0.39168762,,2337,0.43199791
1585,0.38944485,,2338,0.43257444
1586,0.38732921,,2339,0.43244842
1587,0.38533219,,2340,0.4315215
1588,0.38345433,,2341,0.42980081
1589,0.38173179,,2342,0.42755868
1590,0.38014845,,2343,0.42513492
1591,0.37872115,,2344,0.42224989
1592,0.37744884,,2345,0.41945301
1593,0.37633497,,2346,0.41676262
1594,0.37538501,,2347,0.41420911
1595,0.37460396,,2348,0.41224496
1596,0.37399139,,2349,0.41110735
1597,0.37354656,,2350,0.41057435
1598,0.37328084,,2351,0.41087117
1599,0.37318502,,2352,0.41210845
1600,0.37327408,,2353,0.41397901
1601,0.37354182,,2354,0.41616755
1602,0.37399534,,2355,0.41899225
1603,0.37461251,,2356,0.42206715
1604,0.37540609,,2357,0.42500772
1605,0.37637527,,2358,0.42753181
1606,0.37748847,,2359,0.4297984
1607,0.37879182,,2360,0.43144291
1608,0.38023956,,2361,0.43200108
1609,0.38184592,,2362,0.43221691
1610,0.38358306,,2363,0.43141326
1611,0.38548013,,2364,0.42976896
1612,0.38750623,,2365,0.42742876
1613,0.38966201,,2366,0.42469862
1614,0.39195262,,2367,0.42175086
1615,0.39434882,,2368,0.41868673
1616,0.39684583,,2369,0.41581223
1617,0.39943667,,2370,0.41348612
1618,0.40210246,,2371,0.41165638
1619,0.40484431,,2372,0.41065738
1620,0.40765853,,2373,0.41017979
1621,0.41051338,,2374,0.41065009
1622,0.41340763,,2375,0.41178917
1623,0.41632738,,2376,0.41361962
1624,0.41927837,,2377,0.41598114
1625,0.42223744,,2378,0.41876528
1626,0.42518761,,2379,0.42160794
1627,0.42814206,,2380,0.42457995
1628,0.43106981,,2381,0.42714596
1629,0.43394465,,2382,0.42925961
1630,0.43677598,,2383,0.43088588
1631,0.43955936,,2384,0.43184135
1632,0.44227692,,2385,0.43180125
1633,0.44488878,,2386,0.4309914
1634,0.44743186,,2387,0.42914189
1635,0.4498654,,2388,0.42669511
1636,0.45217426,,2389,0.42409866
1637,0.4543593,,2390,0.42129918
1638,0.45643107,,2391,0.41862176
1639,0.45834427,,2392,0.41616053
1640,0.46010675,,2393,0.41379126
1641,0.46173314,,2394,0.41231476
1642,0.463179,,2395,0.41119997
1643,0.46444474,,2396,0.41081878
1644,0.46555504,,2397,0.41132273
1645,0.46651055,,2398,0.41264667
1646,0.46725701,,2399,0.41456334
1647,0.46781948,,2400,0.41703415
1648,0.46818282,,2401,0.41974271
1649,0.46837223,,2402,0.4226713
1650,0.46835411,,2403,0.42554836
1651,0.4681512,,2404,0.42805497
1652,0.46776102,,2405,0.4301444
1653,0.4671935,,2406,0.43146096
1654,0.46641589,,2407,0.43191784
1655,0.46545061,,2408,0.43163408
1656,0.46430473,,2409,0.43055672
1657,0.46298578,,2410,0.42863304
1658,0.46150818,,2411,0.42640283
1659,0.45986621,,2412,0.42373021
1660,0.45806794,,2413,0.42054852
1661,0.45610689,,2414,0.41763351
1662,0.45399304,,2415,0.41500819
1663,0.45176346,,2416,0.41312749
1664,0.44941879,,2417,0.41143789
1665,0.44695016,,2418,0.41076055
1666,0.44438128,,2419,0.41066137
1667,0.44171241,,2420,0.41140868
1668,0.43897141,,2421,0.41319586
1669,0.43615387,,2422,0.41562611
1670,0.43326463,,2423,0.41846368
1671,0.43034005,,2424,0.42133265
1672,0.42740323,,2425,0.4242419
1673,0.42445767,,2426,0.42681142
1674,0.42150082,,2427,0.42920112
1675,0.41855641,,2428,0.43110896
1676,0.41561809,,2429,0.43188431
1677,0.41273136,,2430,0.43183735
1678,0.40988223,,2431,0.43113114
1679,0.40708841,,2432,0.42964295
1680,0.40438181,,2433,0.4275249
1681,0.40176788,,2434,0.42497074
1682,0.39925316,,2435,0.42205102
1683,0.39683724,,2436,0.41909037
1684,0.39456027,,2437,0.41647619
1685,0.39242028,,2438,0.4141232
1686,0.39041935,,2439,0.41241233
1687,0.38857087,,2440,0.41115122
1688,0.38689306,,2441,0.41083396
1689,0.38537421,,2442,0.41148405
1690,0.38403722,,2443,0.41248395
1691,0.38289113,,2444,0.41436909
1692,0.381931,,2445,0.4169219
1693,0.38116251,,2446,0.41979557
1694,0.38059413,,2447,0.42289464
1695,0.3802262,,2448,0.42560288
1696,0.38007183,,2449,0.42819061
1697,0.38011656,,2450,0.43010459
1698,0.38036573,,2451,0.43166072
1699,0.38081415,,2452,0.4322301
1700,0.38147005,,2453,0.43210955
1701,0.38232639,,2454,0.43060786
1702,0.38337479,,2455,0.42865102
1703,0.38461334,,2456,0.42627516
1704,0.38604657,,2457,0.4233874
1705,0.38765996,,2458,0.42043762
1706,0.38943124,,2459,0.41761845
1707,0.3913703,,2460,0.41504208
1708,0.39346034,,2461,0.41302269
1709,0.39569928,,2462,0.41139347
1710,0.39806674,,2463,0.41085774
1711,0.40055183,,2464,0.41102573
1712,0.40314393,,2465,0.41202324
1713,0.40583278,,2466,0.41358303
1714,0.40860264,,2467,0.41593633
1715,0.41144265,,2468,0.41842483
1716,0.41432432,,2469,0.42130744
1717,0.41726683,,2470,0.4241882
1718,0.42021884,,2471,0.42687786
1719,0.42317237,,2472,0.42899645
1720,0.42613504,,2473,0.43046964
1721,0.42907245,,2474,0.43102161
1722,0.43196851,,2475,0.43075968
1723,0.43482299,,2476,0.42956967
1724,0.43759842,,2477,0.42793614
1725,0.44029548,,2478,0.42520909
1726,0.44288761,,2479,0.4226398
1727,0.44536587,,2480,0.41977486
1728,0.4477312,,2481,0.41686587
1729,0.4499623,,2482,0.41425036
1730,0.45204603,,2483,0.41206002
1731,0.45397399,,2484,0.41069712
1732,0.45572464,,2485,0.41017221
1733,0.45730962,,2486,0.41032702
1734,0.45870642,,2487,0.41132585
1735,0.45989744,,2488,0.41299101
1736,0.46088595,,2489,0.41543548
1737,0.46164148,,2490,0.41813186
1738,0.46222228,,2491,0.42101237
1739,0.46259488,,2492,0.42393338
1740,0.46273492,,2493,0.42661902
1741,0.46264349,,2494,0.42885527
1742,0.46233992,,2495,0.42999047
1743,0.46182157,,2496,0.43074765
1744,0.46109491,,2497,0.43061773
1745,0.46015881,,2498,0.42951961
1746,0.45902357,,2499,0.42785048
1747,0.45768355,,2500,0.42581236
1748,0.45614517,,2501,0.42294438
1749,0.4544236,,2502,0.42000101
1750,0.45252889,,2503,0.41709862
1751,0.45047785,,2504,0.4147082
1752,0.44826871,,2505,0.41257548
1753,0.4458967,,2506,0.41105012
1754,0.44342012,,2507,0.41047706
1755,0.44082657,,2508,0.41058286
1756,0.43812548,,2509,0.41142254
1757,0.43533964,,2510,0.41352483
1758,0.43248663,,2511,0.41604383
1759,0.4295868,,2512,0.41879608
1760,0.42665236,,2513,0.4215052
1761,0.42370369,,2514,0.42423623
1762,0.42073744,,2515,0.42691953
1763,0.4177952,,2516,0.42892913
1764,0.41488268,,2517,0.43002374
1765,0.41202369,,2518,0.43070013
1766,0.40922149,,2519,0.43050867
1767,0.40651078,,2520,0.429321
1768,0.40389673,,2521,0.42755835
1769,0.40138807,,2522,0.42515262
1770,0.3990115,,2523,0.42229069
1771,0.39677408,,2524,0.4193718
1772,0.39469579,,2525,0.41659393
1773,0.39278434,,2526,0.41408002
1774,0.39105219,,2527,0.4124175
1775,0.38950597,,2528,0.41116072
1776,0.38816056,,2529,0.41083175
1777,0.38702454,,2530,0.41090295
1778,0.38610094,,2531,0.41212038
1779,0.38539884,,2532,0.41417873
1780,0.38492527,,2533,0.41671822
1781,0.3846827,,2534,0.41959615
1782,0.38466738,,2535,0.42235633
1783,0.38488342,,2536,0.42512426
1784,0.38532978,,2537,0.42737977
1785,0.38600179,,2538,0.42914318
1786,0.38689802,,2539,0.43037547
1787,0.38801473,,2540,0.43067128
1788,0.38934032,,2541,0.43022738
1789,0.3908683,,2542,0.42855949
1790,0.39259212,,2543,0.42637255
1791,0.39450343,,2544,0.42383323
1792,0.39658549,,2545,0.42080196
1793,0.39882408,,2546,0.41762334
1794,0.40120094,,2547,0.41485338
1795,0.40371356,,2548,0.41265301
1796,0.40634624,,2549,0.41078345
1797,0.40907815,,2550,0.40987565
1798,0.41189076,,2551,0.40964735
1799,0.41477236,,2552,0.41023767
1800,0.41769829,,2553,0.41165699
1801,0.42065417,,2554,0.41377982
1802,0.4236139,,2555,0.4164698
1803,0.42656059,,2556,0.41912234
1804,0.4294746,,2557,0.42192484
1805,0.43234911,,2558,0.42463299
1806,0.43517591,,2559,0.42654374
1807,0.43789353,,2560,0.42794864
1808,0.44052067,,2561,0.42880505
1809,0.44302723,,2562,0.42864784
1810,0.44540352,,2563,0.4274985
1811,0.44762001,,2564,0.42572796
1812,0.44966933,,2565,0.42336152
1813,0.45154242,,2566,0.4206334
1814,0.45322554,,2567,0.41773264
1815,0.45470643,,2568,0.41513974
1816,0.45595909,,2569,0.41271923
1817,0.45700731,,2570,0.41071519
1818,0.45781544,,2571,0.40934764
1819,0.45836881,,2572,0.40900514
1820,0.45871153,,2573,0.40912275
1821,0.45881679,,2574,0.41046216
1822,0.45868012,,2575,0.41234963
1823,0.45830336,,2576,0.41523058
1824,0.45766894,,2577,0.41792246
1825,0.45681262,,2578,0.42089223
1826,0.45571056,,2579,0.42373513
1827,0.45440919,,2580,0.42622643
1828,0.45288598,,2581,0.42824782
1829,0.45116628,,2582,0.42906274
1830,0.44924593,,2583,0.42980969
1831,0.44714498,,2584,0.42925047
1832,0.4448714,,2585,0.4278861
1833,0.44244879,,2586,0.42572292
1834,0.43988714,,2587,0.42305853
1835,0.43721824,,2588,0.42012842
1836,0.43446049,,2589,0.41728675
1837,0.4316129,,2590,0.41470848
1838,0.42871734,,2591,0.41272163
1839,0.42577408,,2592,0.41119087
1840,0.4228095,,2593,0.4102292
1841,0.41986291,,2594,0.41024596
1842,0.41692354,,2595,0.41100245
1843,0.41403008,,2596,0.41255009
1844,0.4111985,,2597,0.4147829
1845,0.40845443,,2598,0.41755821
1846,0.40581093,,2599,0.42072978
1847,0.40329858,,2600,0.42378898
1848,0.40092536,,2601,0.42629019
1849,0.39870723,,2602,0.42815519
1850,0.39666611,,2603,0.42974635
1851,0.39481243,,2604,0.4300325
1852,0.39315824,,2605,0.43004028
1853,0.39172051,,2606,0.42876125
1854,0.39050902,,2607,0.42682663
1855,0.38953006,,2608,0.42414861
1856,0.38879843,,2609,0.4214421
1857,0.38831076,,2610,0.41861063
1858,0.38807381,,2611,0.41601275
1859,0.38809384,,2612,0.41364769
1860,0.38835946,,2613,0.41220738
1861,0.38887577,,2614,0.41129939
1862,0.38964379,,2615,0.41157813
1863,0.39065788,,2616,0.41208609
1864,0.39190566,,2617,0.41379855
1865,0.39338457,,2618,0.41591783
1866,0.39507574,,2619,0.418565
1867,0.39696687,,2620,0.42157509
1868,0.39905018,,2621,0.42441401
1869,0.40130376,,2622,0.42696109
1870,0.40371695,,2623,0.42900689
1871,0.40627105,,2624,0.43037831
1872,0.40894594,,2625,0.43099343
1873,0.41171856,,2626,0.43065934
1874,0.41456935,,,
1875,0.41748381,,,
1876,0.4204349,,,
1877,0.42339827,,,
1878,0.42635618,,,
1879,0.42927334,,,
1880,0.432144,,,
1881,0.43493922,,,
1882,0.43762506,,,
1883,0.44019702,,,
1884,0.44263459,,,
1885,0.44491448,,,
1886,0.44701868,,,
1887,0.44892818,,,
1888,0.45062566,,,
1889,0.45210652,,,
1890,0.45335906,,,
1891,0.45437762,,,
1892,0.45513776,,,
1893,0.45563303,,,
1894,0.45586832,,,
1895,0.45584162,,,
1896,0.45554511,,,
1897,0.45499087,,,
1898,0.45418501,,,
1899,0.45312808,,,
1900,0.45182555,,,
1901,0.45028352,,,
1902,0.44852924,,,
1903,0.44655901,,,
1904,0.44439554,,,
1905,0.44206212,,,
1906,0.43957416,,,
1907,0.43694907,,,
1908,0.43421183,,,
1909,0.43137754,,,
1910,0.42847929,,,
1911,0.42553765,,,
1912,0.42257595,,,
1913,0.41961457,,,
1914,0.41668987,,,
1915,0.41381508,,,
1916,0.41101434,,,
1917,0.40831373,,,
1918,0.40573677,,,
1919,0.40330321,,,
1920,0.40103566,,,
1921,0.39895025,,,
1922,0.39706992,,,
1923,0.39540526,,,
1924,0.39397353,,,
1925,0.39278866,,,
1926,0.3918569,,,
1927,0.39118764,,,
1928,0.39079004,,,
1929,0.39065929,,,
1930,0.39080649,,,
1931,0.39122634,,,
1932,0.39191527,,,
1933,0.39286923,,,
1934,0.39407993,,,
1935,0.39553831,,,
1936,0.3972253,,,
1937,0.39913383,,,
1938,0.40124457,,,
1939,0.40354156,,,
1940,0.40600108,,,
1941,0.40860342,,,
1942,0.41132749,,,
1943,0.41414911,,,
1944,0.41704581,,,
1945,0.41998606,,,
1946,0.42294662,,,
1947,0.42590167,,,
1948,0.42882352,,,
1949,0.43168286,,,
1950,0.43446304,,,
1951,0.43712818,,,
1952,0.43965976,,,
1953,0.44204653,,,
1954,0.44425017,,,
1955,0.44626107,,,
1956,0.44804916,,,
1957,0.4496066,,,
1958,0.45091692,,,
1959,0.45196895,,,
1960,0.45275219,,,
1961,0.45325841,,,
1962,0.45348091,,,
1963,0.45341604,,,
1964,0.45307596,,,
1965,0.45245382,,,
1966,0.45155515,,,
1967,0.45039553,,,
1968,0.44897323,,,
1969,0.44730637,,,
1970,0.4454112,,,
1971,0.44330932,,,
1972,0.44101306,,,
1973,0.43854601,,,
1974,0.43592601,,,
1975,0.43318628,,,
1976,0.43035573,,,
1977,0.42745892,,,
1978,0.42450802,,,
1979,0.4215457,,,
1980,0.41859655,,,
1981,0.41569548,,,
1982,0.41285479,,,
1983,0.41010904,,,
1984,0.40749027,,,
1985,0.40501655,,,
1986,0.40271695,,,
1987,0.4006106,,,
1988,0.39872165,,,
1989,0.39706108,,,
1990,0.39565953,,,
1991,0.39451942,,,
1992,0.39366003,,,
1993,0.39307879,,,
1994,0.39278623,,,
1995,0.39278187,,,
1996,0.39307059,,,
1997,0.39365188,,,
1998,0.39452141,,,
1999,0.39566169,,,
2000,0.3970733,,,
2001,0.39873686,,,
2002,0.40063559,,,
2003,0.40275337,,,
2004,0.40506565,,,
2005,0.40755051,,,
2006,0.41018814,,,
2007,0.41294292,,,
2008,0.41579096,,,
2009,0.41870186,,,
2010,0.42165937,,,
2011,0.42461756,,,
2012,0.42755365,,,
2013,0.43043693,,,
2014,0.43323926,,,
2015,0.43592545,,,
2016,0.43847726,,,
2017,0.44086532,,,
2018,0.4430622,,,
2019,0.44504654,,,
2020,0.44679801,,,
2021,0.44829583,,,
2022,0.44952638,,,
2023,0.45047866,,,
2024,0.45114127,,,
2025,0.4515063,,,
2026,0.45156889,,,
2027,0.45132822,,,
2028,0.45078799,,,
2029,0.44995295,,,
2030,0.44882904,,,
2031,0.44743122,,,
2032,0.44577504,,,
2033,0.44387671,,,
2034,0.44175206,,,
2035,0.43942368,,,
2036,0.4369229,,,
2037,0.4342712,,,
2038,0.4314987,,,
2039,0.42863568,,,
2040,0.42571028,,,
2041,0.42274979,,,
2042,0.41979222,,,
2043,0.41686465,,,
2044,0.41400272,,,
2045,0.41123623,,,
2046,0.40859821,,,
2047,0.40611637,,,
2048,0.40380814,,,
2049,0.40171242,,,
2050,0.39985058,,,
2051,0.39824326,,,
2052,0.39688989,,,
2053,0.39583149,,,
2054,0.39505947,,,
2055,0.39459842,,,
2056,0.39445028,,,
2057,0.39461293,,,
2058,0.39508014,,,
2059,0.39585227,,,
2060,0.39692772,,,
2061,0.39828764,,,
2062,0.39991226,,,
2063,0.4017906,,,
2064,0.40390103,,,
2065,0.40621198,,,
2066,0.40870669,,,
2067,0.4113707,,,
2068,0.41414687,,,
2069,0.41701983,,,
2070,0.41995312,,,
2071,0.4229182,,,
2072,0.42586695,,,
2073,0.42878137,,,
2074,0.4316191,,,
2075,0.4343572,,,
2076,0.43695609,,,
2077,0.4393833,,,
2078,0.44161688,,,
2079,0.44363182,,,
2080,0.44540102,,,
2081,0.44690186,,,
2082,0.44811639,,,
2083,0.44903708,,,
2084,0.44965141,,,
2085,0.4499502,,,
2086,0.44992122,,,
2087,0.4495769,,,
2088,0.44891394,,,
2089,0.4479452,,,
2090,0.44667513,,,
2091,0.44512709,,,
2092,0.44330988,,,
2093,0.44125449,,,
2094,0.43897206,,,
2095,0.43649638,,,
2096,0.43386535,,,
2097,0.43110088,,,
2098,0.42823163,,,
2099,0.42529765,,,
2100,0.42234766,,,
2101,0.41939383,,,
2102,0.41648195,,,
2103,0.41364132,,,
2104,0.41090766,,,
2105,0.40832284,,,
2106,0.40591581,,,
2107,0.40370923,,,
2108,0.4017378,,,
2109,0.40000859,,,
2110,0.39857809,,,
2111,0.39742978,,,
2112,0.39659484,,,
2113,0.39608852,,,
2114,0.39589145,,,
2115,0.39603336,,,
2116,0.39649388,,,
2117,0.39727653,,,
2118,0.39837913,,,
2119,0.3997726,,,
2120,0.4014525,,,
2121,0.40339242,,,
2122,0.40557749,,,
2123,0.40797949,,,
2124,0.41054724,,,
2125,0.41326991,,,
2126,0.41610008,,,
2127,0.41901903,,,
2128,0.42197413,,,
2129,0.42493759,,,
2130,0.42786792,,,
2131,0.43071694,,,
2132,0.43347689,,,
2133,0.43609185,,,
2134,0.4385326,,,
2135,0.44076521,,,
2136,0.44275038,,,
2137,0.44448547,,,
2138,0.44594341,,,
2139,0.44709843,,,
2140,0.44792913,,,
2141,0.44843234,,,
2142,0.44861006,,,
2143,0.44844548,,,
2144,0.44795069,,,
2145,0.44713033,,,
2146,0.44598413,,,
2147,0.4445276,,,
2148,0.44279312,,,
2149,0.4407944,,,
2150,0.43855254,,,
2151,0.43610903,,,
2152,0.43349676,,,
2153,0.43073774,,,
2154,0.42787786,,,
2155,0.42494175,,,
2156,0.42198742,,,
2157,0.41902483,,,
2158,0.41612657,,,
2159,0.41333323,,,
2160,0.41064871,,,
2161,0.40812127,,,
2162,0.40578502,,,
2163,0.40368881,,,
2164,0.4018402,,,
2165,0.40027381,,,
2166,0.39900735,,,
2167,0.39806659,,,
2168,0.39746101,,,
2169,0.39718928,,,
2170,0.39725581,,,
2171,0.39768993,,,
2172,0.39845393,,,
2173,0.39952736,,,
2174,0.40092212,,,
2175,0.4026263,,,
2176,0.40458737,,,
2177,0.40680701,,,
2178,0.40921558,,,
2179,0.41182711,,,
2180,0.4145876,,,
2181,0.41745002,,,
2182,0.42037935,,,
2183,0.42333845,,,
2184,0.42629376,,,
2185,0.42917168,,,
2186,0.43196365,,,
2187,0.43462396,,,
2188,0.43714443,,,
2189,0.43943024,,,
2190,0.44146834,,,
2191,0.44326371,,,
2192,0.44475267,,,
2193,0.44593667,,,
2194,0.44677792,,,
2195,0.44728195,,,
2196,0.44743651,,,
2197,0.44724255,,,
2198,0.44669174,,,
2199,0.4457928,,,
2200,0.44457017,,,
2201,0.4430349,,,
2202,0.44120923,,,
2203,0.43910854,,,
2204,0.43677792,,,
2205,0.43425296,,,
2206,0.43156518,,,
2207,0.4287378,,,
2208,0.42582511,,,
2209,0.4228783,,,
2210,0.41990113,,,
2211,0.41699314,,,
2212,0.41415991,,,
2213,0.41145195,,,
2214,0.40890069,,,
2215,0.40655494,,,
2216,0.40445294,,,
2217,0.40260577,,,
2218,0.40106377,,,
2219,0.39984295,,,
2220,0.39895813,,,
2221,0.39840812,,,
2222,0.39823004,,,
2223,0.39841131,,,
2224,0.39895497,,,
2225,0.39983636,,,
2226,0.40107184,,,
2227,0.40262749,,,
2228,0.40446214,,,
2229,0.40657447,,,
2230,0.40893486,,,
2231,0.41148358,,,
2232,0.4141979,,,
2233,0.41704929,,,
2234,0.419973,,,
2235,0.42293243,,,
2236,0.4258776,,,
2237,0.42878323,,,
2238,0.43158569,,,
2239,0.43425659,,,
2240,0.43675154,,,
2241,0.43901127,,,
2242,0.44102653,,,
2243,0.44274856,,,
2244,0.44416253,,,
2245,0.44525506,,,
2246,0.44597726,,,
