untrain_x,untrain_y
0,3.5757317e-05
1.00000000000016,0.00013975232
1.99999999999996,0.00030272273
3.00000000000011,0.00051011757
3.99999999999991,0.00074343798
5.00000000000007,0.00098188963
5.99999999999987,0.0012042437
7.00000000000003,0.0013907245
7.99999999999983,0.0015247673
8.99999999999999,0.0015944867
10.0000000000001,0.0015937358
10.9999999999999,0.0015226207
12.0000000000001,0.001387507
12.9999999999999,0.0012004215
14.0000000000001,0.00097799303
14.9999999999999,0.00073996373
16,0.00050743678
17.0000000000002,0.00030100829
18,0.00013894687
19.0000000000001,3.5582468e-05
19.9999999999999,4.7507319e-08
21.0000000000001,3.5479531e-05
21.9999999999999,0.00013875566
23,0.00030077668
23.9999999999998,0.00050727801
25,0.00074009523
26.0000000000002,0.00097876679
27,0.0012023367
28.0000000000001,0.0013911977
28.9999999999999,0.0015288066
30.0000000000001,0.0016031334
30.9999999999999,0.001607706
32,0.0015421711
32.9999999999998,0.0014123123
34,0.0012295351
35.0000000000001,0.0010098602
35.9999999999999,0.00077251557
37.0000000000001,0.00053825295
37.9999999999999,0.0003275352
39.0000000000001,0.00015875207
39.9999999999999,4.662057e-05
41,9.1025387e-07
42.0000000000002,2.5601261e-05
43,0.00011854792
44.0000000000001,0.00027167504
44.9999999999999,0.00047168971
46.0000000000001,0.00070124265
46.9999999999999,0.00094044029
48,0.0011685732
48.9999999999998,0.0013659101
50,0.0015154053
51.0000000000002,0.0016041686
52,0.0016245714
53.0000000000001,0.0015748971
53.9999999999999,0.0014594815
55.0000000000001,0.0012883253
55.9999999999999,0.0010762252
57,0.00084148993
57.9999999999998,0.00060435921
59,0.00038525787
60.0000000000001,0.00020304051
60.9999999999999,7.3374273e-05
62.0000000000001,7.3990215e-06
62.9999999999999,1.0778502e-05
64.0000000000001,8.3224723e-05
64.9999999999999,0.00021853214
66,0.00040511904
67.0000000000002,0.00062702768
68,0.00086529588
69.0000000000001,0.0010995823
69.9999999999999,0.0013099065
71.0000000000001,0.0014783524
71.9999999999999,0.0015905932
73,0.0016371069
73.9999999999998,0.0016139778
75,0.0015232217
76.0000000000002,0.0013726032
77,0.0011749674
78.0000000000001,0.00094713962
78.9999999999999,0.00070849068
80.0000000000001,0.0004792898
80.9999999999999,0.00027898514
82,0.00012455769
82.9999999999998,2.9088186e-05
84,6.5689161e-07
85.0000000000001,4.1669413e-05
85.9999999999999,0.00014866325
87.0000000000001,0.00031260935
87.9999999999999,0.00051968417
89.0000000000001,0.00075244127
89.9999999999999,0.00099128898
91,0.0012161424
92.0000000000002,0.0014081146
93,0.0015511016
94.0000000000001,0.0016331316
94.9999999999999,0.001647362
96.0000000000001,0.0015926459
96.9999999999999,0.0014736184
98,0.0013002971
98.9999999999998,0.0010872364
100,0.00085230062
101,0.00061516515
102,0.00039566887
103,0.00021215832
104,7.9958332e-05
105,1.0099848e-05
106,8.4076199e-06
107,7.5024681e-05
108,0.00020440999
109,0.00038580836
110,0.00060415326
111,0.00084132542
112,0.0010776615
113,0.0012935878
114,0.0014712415
115,0.0015959481
116,0.0016574291
117,0.0016506458
118,0.0015762062
119,0.001440305
120,0.0012542038
121,0.001033292
122,0.00079581289
123,0.00056135555
124,0.00034924035
125,0.00017693035
126,5.8599088e-05
127,3.9723927e-06
128,1.7537061e-05
129,9.8182738e-05
130,0.00023930209
131,0.00042934119
132,0.00065275379
133,0.00089127996
134,0.0011254432
135,0.0013361428
136,0.0015062135
137,0.0016218215
138,0.0016735861
139,0.0016573375
140,0.0015744457
141,0.0014317005
142,0.0012407503
143,0.001017147
144,0.00077907697
145,0.00054588167
146,0.00033648753
147,0.00016787342
148,5.3699602e-05
149,3.208402e-06
150,2.0484678e-05
151,0.00010413511
152,0.00024741023
153,0.00043875728
154,0.00066276041
155,0.00090138924
156,0.0011354544
157,0.0013461536
158,0.0015165822
159,0.0016330878
160,0.0016863615
161,0.0016721757
162,0.0015917159
163,0.0014514747
164,0.001262724
165,0.0010406047
166,0.00080290907
167,0.0005686558
168,0.00035656886
169,0.00018358451
170,6.3504344e-05
171,5.9011237e-06
172,1.5364096e-05
173,9.1142888e-05
174,0.00022721652
175,0.00041278063
176,0.00063311335
177,0.00087074983
178,0.0011068717
179,0.0013228007
180,0.0015014757
181,0.001628801
182,0.0016947544
183,0.0016941719
184,0.0016271477
185,0.0014990165
186,0.0013199247
187,0.0011040221
188,0.00086834156
189,0.00063145372
190,0.0004120049
191,0.00022725199
192,9.171069e-05
193,1.6020836e-05
194,6.1199377e-06
195,6.2786481e-05
196,0.00018158776
197,0.00035323598
198,0.00056432237
199,0.00079837146
200,0.0010371329
201,0.0012620082
202,0.0014555
203,0.0016025747
204,0.0016918268
205,0.0017163593
206,0.0016743138
207,0.0015690036
208,0.0014086494
209,0.0012057319
210,0.00097601739
211,0.00073733138
212,0.00050817452
213,0.00030629078
214,0.00014729832
215,4.3486297e-05
216,2.8721981e-06
217,2.8591691e-05
218,0.00011866557
219,0.00026616129
220,0.00045973482
221,0.00068451061
222,0.0009232316
223,0.001157588
224,0.0013696244
225,0.001543115
226,0.0016648061
227,0.0017254232
228,0.0017203752
229,0.0016500964
230,0.0015200046
231,0.0013400788
232,0.0011240895
233,0.00088854208
234,0.00065141457
235,0.00043078615
236,0.00024346168
237,0.00010369632
238,2.2116853e-05
239,4.921569e-06
240,5.3418075e-05
241,0.00016393319
242,0.0003281001
243,0.00053349898
244,0.00076460477
245,0.001003966
246,0.0012335257
247,0.0014359866
248,0.0015961128
249,0.0017018767
250,0.0017453572
251,0.0017233295
252,0.001637499
253,0.0014943645
254,0.0013047209
255,0.0010828426
256,0.00084540565
257,0.00061023432
258,0.00039496393
259,0.00021572225
260,8.5925154e-05
261,1.5279848e-05
262,9.0661214e-06
263,6.7751004e-05
264,0.0001869624
265,0.00035782346
266,0.00056762163
267,0.00080076118
268,0.0010399276
269,0.0012673773
270,0.0014662557
271,0.0016218457
272,0.001722655
273,0.0017612619
274,0.0017348566
275,0.0016454411
276,0.0014996728
277,0.0013083638
278,0.0010856762
279,0.00084807069
280,0.00061308996
281,0.00039806428
282,0.00021883638
283,8.8600251e-05
284,1.6934378e-05
285,9.1066669e-06
286,6.5694996e-05
287,0.0001825539
288,0.00035112628
289,0.00055907776
290,0.00079120681
291,0.0010305605
292,0.0012596762
293,0.0014618581
294,0.001622393
295,0.0017296195
296,0.0017757724
297,0.0017575403
298,0.0016762982
299,0.001538
300,0.0013527368
301,0.0011339971
302,0.00089768296
303,0.00066095276
304,0.00044097594
305,0.00025369181
306,0.000112657
307,2.8072099e-05
308,6.0506001e-06
309,4.8185341e-05
310,0.00015144224
311,0.00030838716
312,0.0005077285
313,0.00073513773
314,0.00097428397
315,0.0012080111
316,0.0014195704
317,0.0015938222
318,0.0017183171
319,0.0017841829
320,0.0017867532
321,0.0017258936
322,0.0016060023
323,0.001435689
324,0.0012271507
325,0.00099529794
326,0.00075668517
327,0.00052833032
328,0.00032650292
329,0.00016556871
330,5.697218e-05
331,8.4303075e-06
332,2.3391062e-05
333,0.0001007978
334,0.00023517221
335,0.0004170103
336,0.00063346117
337,0.00086924236
338,0.0011077223
339,0.001332099
340,0.0015265819
341,0.0016775046
342,0.0017742834
343,0.001810156
344,0.0017826486
345,0.0016937438
346,0.0015497313
347,0.0013607605
348,0.0011401199
349,0.00090330288
350,0.00066691718
351,0.00044752148
352,0.00026046973
353,0.00011883934
354,3.252405e-05
355,7.5493388e-06
356,4.5659448e-05
357,0.00014420518
358,0.00029633539
359,0.00049148157
360,0.00071609855
361,0.0009546105
362,0.0011904949
363,0.00140743
364,0.0015904242
365,0.0017268525
366,0.0018073242
367,0.001826325
368,0.0017825927
369,0.0016791945
370,0.0015233088
371,0.0013257218
372,0.001100079
373,0.00086194096
374,0.00062770851
375,0.00041349713
376,0.00023403003
377,0.00010163022
378,2.538134e-05
379,1.0511642e-05
380,5.8043178e-05
381,0.00016473008
382,0.00032328869
